snapped_at,price,market_cap,total_volume
2019-12-16 00:00:00 UTC,0.21373561528241983,35951904.71003826,8387385.502829194
2019-12-17 00:00:00 UTC,0.22817514065859726,38563871.27323177,12144960.279077172
2019-12-18 00:00:00 UTC,0.20292018603054476,34328894.710244924,16957056.579664443
2019-12-19 00:00:00 UTC,0.2191412506952653,37133116.81270588,11710882.927896423
2019-12-20 00:00:00 UTC,0.1985645510026316,33688001.9188638,15337729.027302569
2019-12-21 00:00:00 UTC,0.19471450053271866,32808510.389320876,14441287.713686712
2019-12-22 00:00:00 UTC,0.19026469974228544,32140121.839351133,13713210.186927032
2019-12-23 00:00:00 UTC,0.18767342219504052,31754539.115944147,14014589.087719083
2019-12-24 00:00:00 UTC,0.18471063165040008,31104919.62932312,14387480.529994603
2019-12-25 00:00:00 UTC,0.18531144327887078,31376291.344508026,14262189.540672278
2019-12-26 00:00:00 UTC,0.18418618378298085,31574810.869343273,14078937.371929737
2019-12-27 00:00:00 UTC,0.17863820141161535,30223656.77417093,13102926.110635106
2019-12-28 00:00:00 UTC,0.17610677644943015,29822246.82506187,12660117.129760152
2019-12-29 00:00:00 UTC,0.17905458087900145,30312896.12560438,14001163.445370154
2019-12-30 00:00:00 UTC,0.18847611110827897,31968864.18550675,14707915.172015177
2019-12-31 00:00:00 UTC,0.18532340992024357,31367115.235603888,14854765.967113648
2020-01-01 00:00:00 UTC,0.18436648662717214,31223217.976818558,14469586.957754796
2020-01-02 00:00:00 UTC,0.18514202585127346,31348286.893855415,14636729.490486672
2020-01-03 00:00:00 UTC,0.184449614031914,31264011.90718573,13940337.01968496
2020-01-04 00:00:00 UTC,0.2016480825364384,34096167.773137815,16534130.052236937
2020-01-05 00:00:00 UTC,0.19853129796528318,33618661.814781,13534380.597214976
2020-01-06 00:00:00 UTC,0.21111236919766668,34925805.01183842,16425465.536579976
2020-01-07 00:00:00 UTC,0.2176801412934496,37081684.11469859,17670056.797891967
2020-01-08 00:00:00 UTC,0.20027877785456896,34133212.51458447,18269183.67454992
2020-01-09 00:00:00 UTC,0.19903722056370735,33726698.975237295,18480751.91473994
2020-01-10 00:00:00 UTC,0.1928440302295865,32557062.732630633,16652181.918689111
