snapped_at,price,market_cap,total_volume
2019-05-12 00:00:00 UTC,22.573840413070048,397066199.6853511,23026716.45448444
2019-05-13 00:00:00 UTC,21.589821973974573,377196302.4674347,24111413.05278643
2019-05-14 00:00:00 UTC,22.94281434671914,402021744.8165485,21707168.706463255
2019-05-15 00:00:00 UTC,22.682290505769352,396935933.1868832,20732018.6580706
2019-05-16 00:00:00 UTC,24.646000830606145,429192034.5628945,24793471.70929951
2019-05-17 00:00:00 UTC,23.10317263139119,404232316.2200573,23763235.76360457
2019-05-18 00:00:00 UTC,21.4878139827951,376339356.3740428,19023581.927623972
2019-05-19 00:00:00 UTC,20.77527364997371,363809379.6468866,16298613.055206165
2019-05-20 00:00:00 UTC,22.65699463745174,396250771.67597914,9521139.904496534
2019-05-21 00:00:00 UTC,21.5763805903038,377576382.4306131,17810753.963011075
2019-05-22 00:00:00 UTC,23.208288122570725,406459040.85989845,21238986.952476393
2019-05-23 00:00:00 UTC,22.716183309962357,397836251.13474756,18230220.648561385
2019-05-24 00:00:00 UTC,23.180754962423958,406744992.85358894,14379739.483908663
2019-05-25 00:00:00 UTC,23.11978500099659,404792071.5227164,13832367.770081976
2019-05-26 00:00:00 UTC,22.65901337384937,396763946.6617921,12143304.66193667
2019-05-27 00:00:00 UTC,24.447768852020786,427446483.7884363,25933528.954111215
2019-05-28 00:00:00 UTC,24.754898999765594,434016111.3381433,25605142.15358363
2019-05-29 00:00:00 UTC,24.537980260227897,429903649.8762573,24417357.780546587
2019-05-30 00:00:00 UTC,26.323436469739807,461270252.69271547,32110508.63406265
2019-05-31 00:00:00 UTC,27.09668872729437,475358393.69909465,52208023.92192633
2019-06-01 00:00:00 UTC,29.594046960905217,519231272.2801751,30732853.891895372
2019-06-02 00:00:00 UTC,28.669388326934957,501526901.01136583,24443154.703775264
2019-06-03 00:00:00 UTC,28.980009447425754,507585378.01061225,33698788.3001711
2019-06-04 00:00:00 UTC,27.72533014212466,486837599.26612866,37545116.785010256
2019-06-05 00:00:00 UTC,25.27056383625913,441235080.3086156,28463603.11215897
2019-06-06 00:00:00 UTC,25.508194606279734,447028335.22151387,24774960.06574582
2019-06-07 00:00:00 UTC,25.646564154594717,449187046.7116449,28497168.72124697
2019-06-08 00:00:00 UTC,26.522851097898883,465226805.2360575,30212885.984988395
2019-06-09 00:00:00 UTC,26.040213532794414,456037279.7469127,25154669.644677747
2019-06-10 00:00:00 UTC,24.499511914982268,428837787.3942006,22801028.22588732
2019-06-11 00:00:00 UTC,25.94304605750093,453573973.7104722,30144247.086691637
2019-06-12 00:00:00 UTC,25.573567444909877,447893516.6390258,27882751.28973635
2019-06-13 00:00:00 UTC,26.260886400193343,456655943.1862876,28402975.77643473
2019-06-14 00:00:00 UTC,26.705296595561386,467126436.91136587,29433673.352478925
2019-06-15 00:00:00 UTC,27.04199013607051,474497017.35718346,28766386.87615099
2019-06-16 00:00:00 UTC,26.924729106899967,470172984.29188085,28701344.75958186
2019-06-17 00:00:00 UTC,27.236631196907567,476774336.8996751,31481658.887147922
2019-06-18 00:00:00 UTC,27.709565375489714,485571717.1689182,28266137.02302642
2019-06-19 00:00:00 UTC,26.895524577961087,470676454.6402947,23636257.568504337
2019-06-20 00:00:00 UTC,27.59193078122726,483344373.6603383,21791945.369061325
2019-06-21 00:00:00 UTC,28.172074250484656,493823718.36565983,22509529.990313254
2019-06-22 00:00:00 UTC,28.97677020880838,505801624.6004539,21522909.218489572
2019-06-23 00:00:00 UTC,30.193015444944617,528914654.94911855,34149572.90788095
2019-06-24 00:00:00 UTC,30.947449404303114,542251444.7641523,23332178.30782665
2019-06-25 00:00:00 UTC,30.381224199318407,531957159.06935364,17309003.994547583
2019-06-26 00:00:00 UTC,31.549844885008508,552467747.9416981,20714281.454796493
2019-06-27 00:00:00 UTC,30.737231257158143,538353351.1351628,28559264.520991124
2019-06-28 00:00:00 UTC,26.50897191698194,464185439.24052846,23638528.388356354
2019-06-29 00:00:00 UTC,28.21864864126799,494037087.13341093,17555037.50897153
2019-06-30 00:00:00 UTC,28.585192968907542,500747029.3237577,14638266.56546403
2019-07-01 00:00:00 UTC,26.419432279453947,461579569.01735973,13570912.220145628
2019-07-02 00:00:00 UTC,26.28300791265054,460350129.3059055,13487659.979739364
2019-07-03 00:00:00 UTC,26.16829888151471,457776513.0329196,13318158.799615012
