snapped_at,price,market_cap,total_volume
2017-10-05 00:00:00 UTC,0.187474,187286431.32563,1399460.0
2017-10-06 00:00:00 UTC,0.192822,192629080.62489,1793610.0
2017-10-07 00:00:00 UTC,0.198145,197946754.936775,1113880.0
2017-10-08 00:00:00 UTC,0.168801,168632113.755495,1429660.0
2017-10-09 00:00:00 UTC,0.182354,182171553.91123,2198630.0
2017-10-10 00:00:00 UTC,0.19902,198820879.4949,3170270.0
2017-10-11 00:00:00 UTC,0.203696,203492201.13352,1540150.0
2017-10-12 00:00:00 UTC,0.219078,218858811.36561,2969840.0
2017-10-13 00:00:00 UTC,0.227988,227759896.86606,3382810.0
2017-10-14 00:00:00 UTC,0.254844,254589027.30378,4599230.0
2017-10-15 00:00:00 UTC,0.259318,259058551.04441,2595990.0
2017-10-16 00:00:00 UTC,0.252241,251988631.618295,1853930.0
2017-10-17 00:00:00 UTC,0.244754,244509122.39923,1045030.0
2017-10-18 00:00:00 UTC,0.230623,230392260.535385,1020040.0
2017-10-19 00:00:00 UTC,0.220738,220517150.52731,828502.0
2017-10-20 00:00:00 UTC,0.21952,219300369.1424,1531470.0
2017-10-21 00:00:00 UTC,0.202947,202743950.511765,1068210.0
2017-10-22 00:00:00 UTC,0.205973,205766922.983635,779464.0
2017-10-23 00:00:00 UTC,0.194914,194718987.56843,586388.0
2017-10-24 00:00:00 UTC,0.211803,211591090.039485,1286220.0
2017-10-25 00:00:00 UTC,0.202413,202210484.781435,533148.0
2017-10-26 00:00:00 UTC,0.189066,188876838.52167,952184.0
2017-10-27 00:00:00 UTC,0.199232,199032667.38784,449811.0
2017-10-28 00:00:00 UTC,0.193182,192988720.44309,515737.0
2017-10-29 00:00:00 UTC,0.202104,201901793.93748,569095.0
2017-10-30 00:00:00 UTC,0.197304,197106596.36148,610744.0
2017-10-31 00:00:00 UTC,0.199269,199069630.369155,716453.0
2017-11-01 00:00:00 UTC,0.205393,205187503.276535,692688.0
2017-11-02 00:00:00 UTC,0.236884,236646996.37358,2380950.0
2017-11-03 00:00:00 UTC,0.21338,213166512.2431,1338760.0
2017-11-04 00:00:00 UTC,0.204584,204379312.68508,491156.0
2017-11-05 00:00:00 UTC,0.19904,198840859.4848,318181.0
2017-11-06 00:00:00 UTC,0.196661,196464239.686195,449747.0
2017-11-07 00:00:00 UTC,0.207186,206978709.37107,823133.0
2017-11-08 00:00:00 UTC,0.234871,234636010.390145,1707780.0
2017-11-09 00:00:00 UTC,0.236921,236683959.354895,1948620.0
2017-11-10 00:00:00 UTC,0.217408,217190482.20896,1260640.0
2017-11-11 00:00:00 UTC,0.220324,220103564.73638,1144030.0
2017-11-12 00:00:00 UTC,0.187266,187078639.43067,1202570.0
2017-11-13 00:00:00 UTC,0.206674,206467221.62963,572755.0
2017-11-14 00:00:00 UTC,0.224574,224349312.59013,897091.0
2017-11-15 00:00:00 UTC,0.230434,230203449.63083,1133390.0
2017-11-16 00:00:00 UTC,0.227702,227474183.01049,1228490.0
2017-11-17 00:00:00 UTC,0.230562,230331321.56619,622616.0
2017-11-18 00:00:00 UTC,0.238476,238237403.56962,831061.0
2017-11-19 00:00:00 UTC,0.240884,240642994.35358,1213650.0
2017-11-20 00:00:00 UTC,0.262369,262106498.503655,1614940.0
2017-11-21 00:00:00 UTC,0.269807,269537056.747465,3750720.0
2017-11-22 00:00:00 UTC,0.299939,299638909.530805,7800550.0
2017-11-23 00:00:00 UTC,0.280483,280202375.356085,2360220.0
2017-11-24 00:00:00 UTC,0.261509,261247358.937955,1496700.0
2017-11-25 00:00:00 UTC,0.277978,277699881.62111,1116370.0
2017-11-26 00:00:00 UTC,0.315092,314776748.87854,2679800.0
2017-11-27 00:00:00 UTC,0.347159,346811665.684705,4679720.0
2017-11-28 00:00:00 UTC,0.35725,356892569.58875,4661110.0
2017-11-29 00:00:00 UTC,0.300286,299985562.35557,5723280.0
2017-11-30 00:00:00 UTC,0.310859,310547984.016205,2716200.0
2017-12-01 00:00:00 UTC,0.345727,345381098.407865,2258800.0
2017-12-02 00:00:00 UTC,0.432527,432094254.573865,8341630.0
2017-12-03 00:00:00 UTC,0.464518,464053247.41841,15854500.0
2017-12-04 00:00:00 UTC,0.574848,574272861.70176,12100500.0
2017-12-05 00:00:00 UTC,0.567709,567141004.306955,10522700.0
2017-12-06 00:00:00 UTC,0.533977,533442753.341615,10484200.0
2017-12-07 00:00:00 UTC,0.530005,529474727.347475,10837500.0
2017-12-08 00:00:00 UTC,0.565214,564648500.56693,8775100.0
2017-12-09 00:00:00 UTC,0.536116,535579613.26142,5417500.0
2017-12-10 00:00:00 UTC,0.497145,496647603.941775,4471010.0
2017-12-11 00:00:00 UTC,0.602842,602238853.56479,7281640.0
2017-12-12 00:00:00 UTC,1.00626,1005253231.8387,43589500.0
2017-12-13 00:00:00 UTC,0.975033,974057474.608335,21894900.0
2017-12-14 00:00:00 UTC,0.923735,922810798.513825,13132900.0
2017-12-15 00:00:00 UTC,0.888942,888052609.08429,14442900.0
2017-12-16 00:00:00 UTC,0.929492,928562038.60654,16514400.0
2017-12-17 00:00:00 UTC,0.961742,960779772.32029,12634000.0
2017-12-18 00:00:00 UTC,1.12509,1123964341.82955,22900400.0
2017-12-19 00:00:00 UTC,1.07111,1070038349.08945,19117200.0
2017-12-20 00:00:00 UTC,1.161,1159838413.695,18083800.0
2017-12-21 00:00:00 UTC,1.23592,1234683455.8604,27390000.0
2017-12-22 00:00:00 UTC,1.09728,1096182165.8736,27250000.0
2017-12-23 00:00:00 UTC,1.55622,1554662994.1089,50601300.0
2017-12-24 00:00:00 UTC,1.68727,1685581877.92865,50015200.0
2017-12-25 00:00:00 UTC,1.71082,1709108316.0359,24600000.0
2017-12-26 00:00:00 UTC,1.63965,1638009521.97675,37037000.0
2017-12-27 00:00:00 UTC,1.6078,1606191388.061,34938600.0
2017-12-28 00:00:00 UTC,1.68974,1688049406.6813,38927200.0
2017-12-29 00:00:00 UTC,1.69462,1692924524.2169,32739600.0
2017-12-30 00:00:00 UTC,1.53968,1538139542.4616,30741300.0
2017-12-31 00:00:00 UTC,1.73035,1728618776.17325,35350300.0
2018-01-01 00:00:00 UTC,1.61049,1608878696.70255,30615000.0
2018-01-02 00:00:00 UTC,1.8274,1825571677.163,35626300.0
2018-01-03 00:00:00 UTC,1.9517,1949747314.3915,36598100.0
2018-01-04 00:00:00 UTC,1.82853,1826700546.59235,8069080.0
2018-01-05 00:00:00 UTC,1.53497,1533434254.84015,10387100.0
2018-01-06 00:00:00 UTC,1.70237,1700666770.30315,6088240.0
2018-01-07 00:00:00 UTC,1.81791,1816091171.95545,5909540.0
2018-01-08 00:00:00 UTC,1.56251,1560946700.93245,4985050.0
2018-01-09 00:00:00 UTC,1.5237,1522175530.5315,4476240.0
2018-01-10 00:00:00 UTC,1.55705,1555492163.68975,4267730.0
2018-01-11 00:00:00 UTC,1.34727,1345922049.62865,3512050.0
2018-01-12 00:00:00 UTC,1.48421,1482725040.47395,3758340.0
