date,top10_Liquid,top10_Market
2017-10-20,"['BTC', 'ETH', 'LTC', 'BCH', 'XRP', 'XLM', 'QTUM', 'DASH', 'ZEC', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-21,"['BTC', 'BCH', 'ETH', 'LTC', 'XRP', 'XLM', 'DASH', 'NEO', 'QTUM', 'XMR']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-22,"['BTC', 'ETH', 'BCH', 'LTC', 'XRP', 'DASH', 'QTUM', 'XLM', 'ETC', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-23,"['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'QTUM', 'NEO', 'XLM', 'DASH', 'OMG']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-24,"['BTC', 'ETH', 'BCH', 'LTC', 'XRP', 'XMR', 'QTUM', 'ZEC', 'DASH', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-25,"['BTC', 'ETH', 'BCH', 'LTC', 'DASH', 'ZEC', 'XRP', 'NEO', 'QTUM', 'XLM']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-26,"['BTC', 'BCH', 'ETH', 'ZEC', 'LTC', 'DASH', 'XRP', 'NEO', 'OMG', 'XMR']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-27,"['BTC', 'BCH', 'ETH', 'LTC', 'DASH', 'ZEC', 'XRP', 'XMR', 'NEO', 'ETC']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-28,"['BTC', 'BCH', 'ETH', 'LTC', 'DASH', 'ETC', 'XRP', 'ZEC', 'QTUM', 'XMR']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'XEM', 'NEO', 'XMR', 'MIOTA']"
2017-10-30,"['BTC', 'BCH', 'ETH', 'LTC', 'ZEC', 'DASH', 'XRP', 'NEO', 'XMR', 'QTUM']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'MIOTA']"
2017-10-31,"['BTC', 'ETH', 'BCH', 'LTC', 'NEO', 'DASH', 'XRP', 'QTUM', 'ZEC', 'MCO']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'MIOTA']"
2017-11-01,"['BTC', 'BCH', 'ETH', 'LTC', 'EOS', 'XRP', 'DASH', 'NEO', 'ZEC', 'OMG']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'MIOTA']"
2017-11-02,"['BTC', 'BCH', 'ETH', 'LTC', 'XRP', 'NEO', 'DASH', 'EOS', 'OMG', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'MIOTA']"
2017-11-03,"['BTC', 'BCH', 'ETH', 'XRP', 'LTC', 'ETC', 'DASH', 'EOS', 'QTUM', 'ZEC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-04,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'XRP', 'DASH', 'EOS', 'ZEC', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-05,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'QTUM', 'XRP', 'DASH', 'ZEC', 'EOS']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-06,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'QTUM', 'XMR', 'XRP', 'DASH', 'ZEC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-07,"['BTC', 'ETH', 'LTC', 'BCH', 'ETC', 'QTUM', 'XRP', 'DASH', 'XMR', 'ZEC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-08,"['BTC', 'ETH', 'BCH', 'LTC', 'QTUM', 'XRP', 'ETC', 'NEO', 'DASH', 'OMG']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-09,"['BTC', 'ETH', 'BCH', 'LTC', 'XRP', 'ETC', 'QTUM', 'DASH', 'XMR', 'ZEC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'MIOTA']"
2017-11-10,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'XRP', 'QTUM', 'DASH', 'XMR', 'ZEC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XEM', 'XMR', 'ETC']"
2017-11-11,"['BCH', 'BTC', 'ETC', 'ETH', 'LTC', 'BTG', 'XRP', 'QTUM', 'XMR', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'ETC', 'NEO', 'XMR', 'XEM']"
2017-11-12,"['BTC', 'BCH', 'ETH', 'ETC', 'DASH', 'LTC', 'XRP', 'XMR', 'ZEC', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'XMR', 'NEO', 'MIOTA', 'XEM']"
2017-11-13,"['BTC', 'BCH', 'ETH', 'ETC', 'DASH', 'LTC', 'XRP', 'XMR', 'ZEC', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'XMR', 'NEO', 'XEM', 'MIOTA']"
2017-11-14,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'XRP', 'DASH', 'EOS', 'QTUM', 'XMR']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'XMR', 'XEM', 'ETC']"
2017-11-15,"['BTC', 'BCH', 'ETH', 'LTC', 'ETC', 'DASH', 'XRP', 'ZEC', 'MIOTA', 'EOS']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'MIOTA', 'NEO', 'XMR', 'XEM']"
2017-11-16,"['BTC', 'BCH', 'XRP', 'ETH', 'LTC', 'QTUM', 'ETC', 'ZEC', 'LSK', 'MIOTA']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'MIOTA', 'NEO', 'XMR', 'XEM']"
2017-11-17,"['BTC', 'BCH', 'ETH', 'XRP', 'LTC', 'NEO', 'ETC', 'QTUM', 'MIOTA', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'MIOTA', 'XMR', 'XEM']"
2017-11-18,"['BTC', 'BCH', 'ETH', 'NEO', 'LTC', 'ETC', 'DASH', 'XRP', 'QTUM', 'XMR']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'MIOTA', 'XMR', 'XEM']"
2017-11-19,"['BTC', 'BCH', 'ETH', 'NEO', 'LTC', 'XRP', 'ETC', 'DASH', 'MIOTA', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'NEO', 'MIOTA', 'XMR', 'XEM']"
2017-11-20,"['BTC', 'ETH', 'BCH', 'NEO', 'XRP', 'LTC', 'QTUM', 'ETC', 'DASH', 'BTG']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'DASH', 'MIOTA', 'NEO', 'XMR', 'XEM']"
2017-11-21,"['BTC', 'ETH', 'BCH', 'BTG', 'DASH', 'LTC', 'XRP', 'ETC', 'QTUM', 'NEO']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'MIOTA', 'NEO', 'XMR', 'XEM']"
2017-11-22,"['BTC', 'BCH', 'ETH', 'DASH', 'XMR', 'XRP', 'LTC', 'ZEC', 'BTG', 'LSK']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'XMR', 'MIOTA', 'NEO', 'XEM']"
2017-11-23,"['BTC', 'BCH', 'ETH', 'LTC', 'XRP', 'ETC', 'DASH', 'BTG', 'QTUM', 'XMR']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'XMR', 'NEO', 'MIOTA', 'XEM']"
2017-11-24,"['BTC', 'BCH', 'ETH', 'BTG', 'ETC', 'LTC', 'XRP', 'ZEC', 'QTUM', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'XMR', 'NEO', 'MIOTA', 'ETC']"
2017-11-25,"['BTC', 'BCH', 'ETH', 'LTC', 'ETC', 'DASH', 'XRP', 'BTG', 'QTUM', 'NEO']","['BTC', 'ETH', 'BCH', 'XRP', 'BTG', 'DASH', 'LTC', 'XMR', 'NEO', 'MIOTA']"
2017-11-26,"['BTC', 'BCH', 'ETH', 'ETC', 'LTC', 'DASH', 'BTG', 'XRP', 'EOS', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'BTG', 'DASH', 'LTC', 'XMR', 'NEO', 'MIOTA']"
2017-11-27,"['BTC', 'ETH', 'BCH', 'ETC', 'LTC', 'XRP', 'MIOTA', 'QTUM', 'DASH', 'BTG']","['BTC', 'ETH', 'BCH', 'XRP', 'BTG', 'LTC', 'DASH', 'MIOTA', 'XMR', 'NEO']"
2017-11-28,"['BTC', 'ETC', 'ETH', 'BCH', 'XRP', 'MIOTA', 'LTC', 'QTUM', 'ADA', 'XMR']","['BTC', 'ETH', 'BCH', 'XRP', 'BTG', 'LTC', 'DASH', 'MIOTA', 'ETC', 'XMR']"
2017-11-29,"['BTC', 'ETH', 'BCH', 'ETC', 'LTC', 'XRP', 'DASH', 'MIOTA', 'BTG', 'XLM']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'BTG', 'LTC', 'MIOTA', 'XMR', 'ETC']"
2017-11-30,"['BTC', 'ETH', 'BCH', 'ETC', 'DASH', 'LTC', 'XRP', 'MIOTA', 'BTG', 'XMR']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'BTG', 'LTC', 'MIOTA', 'ADA', 'XMR']"
2017-12-01,"['BTC', 'ETH', 'BCH', 'ETC', 'LTC', 'DASH', 'XRP', 'MIOTA', 'BTG', 'XLM']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'BTG', 'MIOTA', 'ADA', 'ETC']"
2017-12-02,"['BTC', 'ETH', 'ETC', 'BCH', 'LTC', 'DASH', 'EOS', 'XRP', 'MIOTA', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'BTG', 'MIOTA', 'ADA', 'XMR']"
2017-12-03,"['BTC', 'BCH', 'ETH', 'ETC', 'MIOTA', 'LTC', 'BTG', 'DASH', 'XRP', 'EOS']","['BTC', 'ETH', 'BCH', 'XRP', 'DASH', 'LTC', 'BTG', 'MIOTA', 'ADA', 'XMR']"
2017-12-04,"['BTC', 'MIOTA', 'ETH', 'BCH', 'LTC', 'ETC', 'EOS', 'NEO', 'DASH', 'QTUM']","['BTC', 'ETH', 'BCH', 'XRP', 'MIOTA', 'DASH', 'LTC', 'BTG', 'ADA', 'XMR']"
2017-12-05,"['BTC', 'MIOTA', 'ETH', 'BCH', 'XMR', 'ETC', 'LTC', 'MCO', 'DASH', 'EOS']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'DASH', 'LTC', 'BTG', 'XMR', 'ADA']"
2017-12-06,"['BTC', 'MIOTA', 'ETH', 'BCH', 'LTC', 'XMR', 'ETC', 'XLM', 'XRP', 'DASH']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'LTC', 'DASH', 'BTG', 'XMR', 'ADA']"
2017-12-07,"['BTC', 'ETH', 'BCH', 'MIOTA', 'LTC', 'ETC', 'XLM', 'XMR', 'XRP', 'QTUM']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'DASH', 'LTC', 'XMR', 'BTG', 'ADA']"
2017-12-08,"['BTC', 'BCH', 'ETH', 'LTC', 'MIOTA', 'XRP', 'ETC', 'DASH', 'XEM', 'XMR']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'LTC', 'XEM', 'DASH', 'BTG', 'XMR']"
2017-12-09,"['BTC', 'LTC', 'ETH', 'BCH', 'MIOTA', 'ETC', 'DASH', 'XEM', 'XRP', 'XMR']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'LTC', 'DASH', 'BTG', 'XMR', 'XEM']"
2017-12-10,"['BTC', 'ETH', 'LTC', 'BCH', 'MIOTA', 'ETC', 'XRP', 'DASH', 'XMR', 'BTG']","['BTC', 'ETH', 'BCH', 'MIOTA', 'XRP', 'LTC', 'DASH', 'BTG', 'XMR', 'XEM']"
2017-12-11,"['BTC', 'LTC', 'ETH', 'BCH', 'ETC', 'MIOTA', 'BTG', 'QTUM', 'DASH', 'XRP']","['BTC', 'ETH', 'BCH', 'MIOTA', 'LTC', 'XRP', 'DASH', 'XEM', 'XMR', 'BTG']"
2017-12-12,"['BTC', 'LTC', 'ETH', 'XRP', 'BCH', 'ETC', 'MIOTA', 'DASH', 'XMR', 'EOS']","['BTC', 'ETH', 'BCH', 'LTC', 'XRP', 'MIOTA', 'DASH', 'XEM', 'XMR', 'BTG']"
2017-12-13,"['BTC', 'ETH', 'LTC', 'XRP', 'BCH', 'ETC', 'EOS', 'QTUM', 'MIOTA', 'NEO']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'MIOTA', 'DASH', 'XMR', 'XEM', 'BTG']"
2017-12-14,"['BTC', 'XRP', 'ETH', 'BCH', 'LTC', 'ETC', 'EOS', 'MIOTA', 'BTG', 'ZEC']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'MIOTA', 'DASH', 'ADA', 'XEM', 'BTG']"
2017-12-15,"['BTC', 'XRP', 'ETH', 'LTC', 'BCH', 'QTUM', 'EOS', 'ETC', 'MIOTA', 'XLM']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'MIOTA', 'DASH', 'ADA', 'XEM', 'BTG']"
2017-12-16,"['BTC', 'ETH', 'XRP', 'LTC', 'ETC', 'BCH', 'QTUM', 'ADA', 'EOS', 'TRX']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-17,"['BTC', 'ETH', 'LTC', 'BCH', 'XRP', 'ADA', 'XVG', 'NEO', 'DASH', 'ETC']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-18,"['BTC', 'ETH', 'BCH', 'QTUM', 'LTC', 'XRP', 'ETC', 'EOS', 'MIOTA', 'NEO']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-19,"['BTC', 'ETH', 'BCH', 'LTC', 'QTUM', 'EOS', 'XRP', 'MIOTA', 'ETC', 'BTG']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'MIOTA', 'ADA', 'DASH', 'XEM', 'EOS']"
2017-12-20,"['BTC', 'BCH', 'ETH', 'LTC', 'QTUM', 'XRP', 'BTG', 'XVG', 'ETC', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'MIOTA', 'ADA', 'DASH', 'XEM', 'BTG']"
2017-12-21,"['BTC', 'BCH', 'XRP', 'ETH', 'LTC', 'QTUM', 'ETC', 'DASH', 'TRX', 'MIOTA']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'MIOTA', 'ADA', 'DASH', 'XEM', 'BTG']"
2017-12-22,"['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'QTUM', 'MIOTA', 'ETC', 'EOS', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-23,"['BTC', 'BCH', 'ETH', 'XRP', 'LTC', 'XVG', 'QTUM', 'TRX', 'ETC', 'DASH']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-24,"['BTC', 'ETH', 'BCH', 'LTC', 'XRP', 'QTUM', 'XVG', 'ETC', 'MIOTA', 'TRX']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'XEM', 'DASH', 'XMR']"
2017-12-25,"['BTC', 'ETH', 'BCH', 'QTUM', 'LTC', 'XRP', 'XVG', 'EOS', 'ETC', 'ICX']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-26,"['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'XVG', 'QTUM', 'EOS', 'ETC', 'TRX']","['BTC', 'ETH', 'BCH', 'XRP', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-27,"['BTC', 'XRP', 'ETH', 'BCH', 'LTC', 'QTUM', 'EOS', 'HC', 'XVG', 'MIOTA']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-28,"['BTC', 'BCH', 'XRP', 'LTC', 'ETH', 'QTUM', 'XVG', 'EOS', 'ETC', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'LTC', 'ADA', 'MIOTA', 'DASH', 'XEM', 'XMR']"
2017-12-29,"['BTC', 'XRP', 'ETH', 'BCH', 'LTC', 'QTUM', 'EOS', 'XLM', 'XVG', 'ADA']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'MIOTA', 'XEM', 'DASH', 'XMR']"
2017-12-30,"['BTC', 'XRP', 'ETH', 'BCH', 'QTUM', 'LTC', 'ADA', 'XLM', 'EOS', 'TRX']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'MIOTA', 'XEM', 'DASH', 'XLM']"
2017-12-31,"['BTC', 'XRP', 'ETH', 'BCH', 'XVG', 'LTC', 'QTUM', 'TRX', 'OMG', 'HC']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'MIOTA', 'XEM', 'DASH', 'XLM']"
2018-01-01,"['BTC', 'ETH', 'XRP', 'BCH', 'ETC', 'XVG', 'QTUM', 'XLM', 'LTC', 'TRX']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'MIOTA', 'XEM', 'XLM', 'DASH']"
2018-01-02,"['BTC', 'ETH', 'XRP', 'BCH', 'TRX', 'LTC', 'XLM', 'ETC', 'QTUM', 'EOS']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'MIOTA', 'XEM', 'XLM', 'DASH']"
2018-01-03,"['BTC', 'XRP', 'ETH', 'BCH', 'LTC', 'XLM', 'TRX', 'ETC', 'QTUM', 'ADA']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'XEM', 'XLM', 'LTC', 'MIOTA', 'DASH']"
2018-01-04,"['BTC', 'XRP', 'ETH', 'BCH', 'TRX', 'LTC', 'ETC', 'EOS', 'XLM', 'QTUM']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'XEM', 'TRX', 'LTC', 'XLM', 'MIOTA']"
2018-01-05,"['BTC', 'ETH', 'XRP', 'TRX', 'BCH', 'LTC', 'QTUM', 'XLM', 'EOS', 'XVG']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'TRX', 'XEM', 'LTC', 'XLM', 'MIOTA']"
2018-01-06,"['BTC', 'ETH', 'XRP', 'TRX', 'LTC', 'QTUM', 'BCH', 'EOS', 'BNB', 'SC']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'LTC', 'XEM', 'XLM', 'TRX', 'MIOTA']"
2018-01-07,"['BTC', 'ETH', 'XRP', 'TRX', 'QTUM', 'BCH', 'LTC', 'EOS', 'ZEC', 'ETC']","['BTC', 'XRP', 'ETH', 'BCH', 'ADA', 'XEM', 'LTC', 'TRX', 'XLM', 'MIOTA']"
2018-01-08,"['BTC', 'ETH', 'XRP', 'TRX', 'BCH', 'LTC', 'QTUM', 'ETC', 'EOS', 'XVG']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XEM', 'LTC', 'XLM', 'MIOTA', 'TRX']"
2018-01-09,"['BTC', 'ETH', 'XRP', 'TRX', 'BCH', 'LTC', 'QTUM', 'ETC', 'XVG', 'EOS']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XEM', 'LTC', 'XLM', 'MIOTA', 'DASH']"
2018-01-10,"['BTC', 'ETH', 'XRP', 'BCH', 'TRX', 'EOS', 'LTC', 'ETC', 'QTUM', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'MIOTA', 'XLM', 'DASH']"
2018-01-11,"['BTC', 'ETH', 'XRP', 'BCH', 'EOS', 'LTC', 'TRX', 'QTUM', 'ETC', 'BNB']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'XLM', 'MIOTA', 'DASH']"
2018-01-12,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'QTUM', 'LTC', 'TRX', 'ETC', 'XLM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XEM', 'LTC', 'XLM', 'MIOTA', 'DASH']"
2018-01-13,"['BTC', 'ETH', 'EOS', 'XRP', 'BCH', 'BTG', 'LTC', 'QTUM', 'ETC', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'XLM', 'MIOTA', 'EOS']"
2018-01-14,"['BTC', 'ETH', 'XRP', 'ETC', 'EOS', 'BCH', 'LTC', 'BTG', 'QTUM', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'XLM', 'NEO', 'MIOTA']"
2018-01-15,"['BTC', 'ETH', 'XRP', 'BTG', 'QTUM', 'NEO', 'BCH', 'TRX', 'ADA', 'EOS']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'NEO', 'XLM', 'MIOTA']"
2018-01-16,"['BTC', 'ETH', 'XRP', 'BCH', 'NEO', 'ADA', 'EOS', 'LTC', 'SNT', 'QTUM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'NEO', 'XEM', 'XLM', 'MIOTA']"
2018-01-17,"['BTC', 'ETH', 'XRP', 'ADA', 'SNT', 'EOS', 'NEO', 'BCH', 'LTC', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'NEO', 'XEM', 'XLM', 'MIOTA']"
2018-01-18,"['BTC', 'XRP', 'ETH', 'TRX', 'ADA', 'EOS', 'SNT', 'BCH', 'LTC', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'NEO', 'XLM', 'MIOTA']"
2018-01-19,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'TRX', 'BTG', 'QTUM', 'ADA', 'LTC']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'NEO', 'XLM', 'MIOTA']"
2018-01-20,"['BTC', 'ETH', 'EOS', 'XRP', 'QTUM', 'BCH', 'ADA', 'TRX', 'LTC', 'NEO']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'NEO', 'EOS', 'XLM']"
2018-01-21,"['BTC', 'ETH', 'EOS', 'XRP', 'QTUM', 'ADA', 'BCH', 'TRX', 'LTC', 'ETC']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'NEO', 'EOS', 'XLM']"
2018-01-22,"['BTC', 'ETH', 'EOS', 'XRP', 'BCH', 'QTUM', 'TRX', 'ADA', 'LTC', 'XLM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XEM', 'XLM', 'EOS', 'NEO']"
2018-01-23,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'QTUM', 'LTC', 'TRX', 'ADA', 'PIVX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'LTC', 'XLM', 'XEM', 'EOS', 'NEO']"
2018-01-24,"['BTC', 'ETH', 'XRP', 'EOS', 'ADA', 'XLM', 'TRX', 'BCH', 'NEO', 'QTUM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'LTC', 'NEO', 'XEM', 'EOS']"
2018-01-25,"['BTC', 'ETH', 'EOS', 'XRP', 'ADA', 'XLM', 'BCH', 'LTC', 'TRX', 'QTUM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'LTC', 'EOS', 'NEO', 'XEM']"
2018-01-26,"['BTC', 'ETH', 'XRP', 'EOS', 'ADA', 'XLM', 'BCH', 'TRX', 'QTUM', 'LTC']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'LTC', 'EOS', 'NEO', 'XEM']"
2018-01-27,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'ADA', 'LTC', 'TRX', 'XEM', 'QTUM']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'LTC', 'XEM', 'NEO', 'EOS']"
2018-01-28,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'LTC', 'ETC', 'QTUM', 'ADA', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'LTC', 'NEO', 'EOS', 'XEM']"
2018-01-29,"['BTC', 'ETH', 'XRP', 'NEO', 'EOS', 'QTUM', 'BCH', 'LTC', 'TRX', 'ADA']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'NEO', 'XLM', 'LTC', 'EOS', 'XEM']"
2018-01-30,"['BTC', 'ETH', 'XRP', 'EOS', 'NEO', 'BCH', 'LTC', 'ADA', 'QTUM', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'NEO', 'LTC', 'XLM', 'EOS', 'XEM']"
2018-01-31,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'ADA', 'QTUM', 'LTC', 'NEO', 'LSK']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'NEO', 'LTC', 'EOS', 'XEM']"
2018-02-01,"['BTC', 'ETH', 'XRP', 'EOS', 'BCH', 'ADA', 'LTC', 'QTUM', 'NEO', 'TRX']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'XLM', 'NEO', 'LTC', 'EOS', 'XEM']"
2018-02-02,"['BTC', 'ETH', 'XRP', 'EOS', 'ADA', 'BCH', 'LTC', 'QTUM', 'NEO', 'SNT']","['BTC', 'ETH', 'XRP', 'BCH', 'ADA', 'NEO', 'XLM', 'LTC', 'EOS', 'XEM']"
