Date,BITW100
Fri Jul 26 2019 20:00:00 GMT+0000,10253.04
Sat Jul 27 2019 20:00:00 GMT+0000,9748.51
Sun Jul 28 2019 20:00:00 GMT+0000,9865.06
Mon Jul 29 2019 20:00:00 GMT+0000,9805.44
Tue Jul 30 2019 20:00:00 GMT+0000,9954.14
Wed Jul 31 2019 20:00:00 GMT+0000,10291.39
Thu Aug 01 2019 20:00:00 GMT+0000,10504.71
Fri Aug 02 2019 20:00:00 GMT+0000,10611.19
Sat Aug 03 2019 20:00:00 GMT+0000,10966.99
Sun Aug 04 2019 20:00:00 GMT+0000,11028.09
Mon Aug 05 2019 20:00:00 GMT+0000,11725.47
Tue Aug 06 2019 20:00:00 GMT+0000,11577.21
Wed Aug 07 2019 20:00:00 GMT+0000,11593.85
Thu Aug 08 2019 20:00:00 GMT+0000,11379.11
Fri Aug 09 2019 20:00:00 GMT+0000,11458.94
Sat Aug 10 2019 20:00:00 GMT+0000,11118.11
Sun Aug 11 2019 20:00:00 GMT+0000,11253.54
Mon Aug 12 2019 20:00:00 GMT+0000,11248.62
Tue Aug 13 2019 20:00:00 GMT+0000,10795.97
Wed Aug 14 2019 20:00:00 GMT+0000,9969.38
Thu Aug 15 2019 20:00:00 GMT+0000,9945.25
Fri Aug 16 2019 20:00:00 GMT+0000,10225.65
Sat Aug 17 2019 20:00:00 GMT+0000,9968.05
Sun Aug 18 2019 20:00:00 GMT+0000,10271.21
Mon Aug 19 2019 20:00:00 GMT+0000,10503.56
Tue Aug 20 2019 20:00:00 GMT+0000,10496.72
Wed Aug 21 2019 20:00:00 GMT+0000,9928.2
Thu Aug 22 2019 20:00:00 GMT+0000,10053.54
Fri Aug 23 2019 20:00:00 GMT+0000,10270.43
Sat Aug 24 2019 20:00:00 GMT+0000,10016.49
Sun Aug 25 2019 20:00:00 GMT+0000,9928.17
Mon Aug 26 2019 20:00:00 GMT+0000,10126.93
Tue Aug 27 2019 20:00:00 GMT+0000,9999.38
Wed Aug 28 2019 20:00:00 GMT+0000,9455.87
Thu Aug 29 2019 20:00:00 GMT+0000,9297.8
Fri Aug 30 2019 20:00:00 GMT+0000,9347.85
Sat Aug 31 2019 20:00:00 GMT+0000,9341.37
Sun Sep 01 2019 20:00:00 GMT+0000,9406.5
Mon Sep 02 2019 20:00:00 GMT+0000,9889.72
Tue Sep 03 2019 20:00:00 GMT+0000,10272.54
Wed Sep 04 2019 20:00:00 GMT+0000,10282.11
Thu Sep 05 2019 20:00:00 GMT+0000,10084.9
Fri Sep 06 2019 20:00:00 GMT+0000,9955.84
Sat Sep 07 2019 20:00:00 GMT+0000,10150.84
Sun Sep 08 2019 20:00:00 GMT+0000,10050.26
Mon Sep 09 2019 20:00:00 GMT+0000,10029.67
Tue Sep 10 2019 20:00:00 GMT+0000,9765.23
Wed Sep 11 2019 20:00:00 GMT+0000,9784.21
Thu Sep 12 2019 20:00:00 GMT+0000,9987.44
Fri Sep 13 2019 20:00:00 GMT+0000,9895.11
Sat Sep 14 2019 20:00:00 GMT+0000,10137.17
Sun Sep 15 2019 20:00:00 GMT+0000,10066.45
Mon Sep 16 2019 20:00:00 GMT+0000,9928.92
Tue Sep 17 2019 20:00:00 GMT+0000,10230.76
Wed Sep 18 2019 20:00:00 GMT+0000,10255.32
Thu Sep 19 2019 20:00:00 GMT+0000,10213.85
Fri Sep 20 2019 20:00:00 GMT+0000,10162.1
Sat Sep 21 2019 20:00:00 GMT+0000,10043.34
Sun Sep 22 2019 20:00:00 GMT+0000,9920.95
Mon Sep 23 2019 20:00:00 GMT+0000,9787.17
Tue Sep 24 2019 20:00:00 GMT+0000,8344.55
Wed Sep 25 2019 20:00:00 GMT+0000,8267.76
Thu Sep 26 2019 20:00:00 GMT+0000,8052.94
Fri Sep 27 2019 20:00:00 GMT+0000,7968.8
Sat Sep 28 2019 20:00:00 GMT+0000,8145.54
Sun Sep 29 2019 20:00:00 GMT+0000,7922.49
Mon Sep 30 2019 20:00:00 GMT+0000,8287.85
Tue Oct 01 2019 20:00:00 GMT+0000,8288.37
Wed Oct 02 2019 20:00:00 GMT+0000,8268.81
Thu Oct 03 2019 20:00:00 GMT+0000,8141.76
Fri Oct 04 2019 20:00:00 GMT+0000,8239.03
Sat Oct 05 2019 20:00:00 GMT+0000,8127.63
Sun Oct 06 2019 20:00:00 GMT+0000,7956.23
Mon Oct 07 2019 20:00:00 GMT+0000,8337.25
Tue Oct 08 2019 20:00:00 GMT+0000,8276.12
Wed Oct 09 2019 20:00:00 GMT+0000,8705.38
Thu Oct 10 2019 20:00:00 GMT+0000,8653.08
Fri Oct 11 2019 20:00:00 GMT+0000,8405.29
Sat Oct 12 2019 20:00:00 GMT+0000,8377.4
Sun Oct 13 2019 20:00:00 GMT+0000,8516.55
Mon Oct 14 2019 20:00:00 GMT+0000,8467.83
Tue Oct 15 2019 20:00:00 GMT+0000,8284.73
Wed Oct 16 2019 20:00:00 GMT+0000,8052.51
Thu Oct 17 2019 20:00:00 GMT+0000,8203.21
Fri Oct 18 2019 20:00:00 GMT+0000,8088.31
Sat Oct 19 2019 20:00:00 GMT+0000,8092.79
Sun Oct 20 2019 20:00:00 GMT+0000,8329.71
Mon Oct 21 2019 20:00:00 GMT+0000,8295.14
Tue Oct 22 2019 20:00:00 GMT+0000,8271.62
Wed Oct 23 2019 20:00:00 GMT+0000,7590.65
Thu Oct 24 2019 20:00:00 GMT+0000,7638.31
Fri Oct 25 2019 20:00:00 GMT+0000,8706.11
Sat Oct 26 2019 20:00:00 GMT+0000,8939.93
Sun Oct 27 2019 20:00:00 GMT+0000,9603.7
Mon Oct 28 2019 20:00:00 GMT+0000,9346.9
Tue Oct 29 2019 20:00:00 GMT+0000,9246.72
Wed Oct 30 2019 20:00:00 GMT+0000,9190.65
Thu Oct 31 2019 20:00:00 GMT+0000,9203.09
Fri Nov 01 2019 20:00:00 GMT+0000,9149.32
Sat Nov 02 2019 20:00:00 GMT+0000,9314.42
Sun Nov 03 2019 21:00:00 GMT+0000,9141.92
Mon Nov 04 2019 21:00:00 GMT+0000,9448.5
Tue Nov 05 2019 21:00:00 GMT+0000,9411.71
Wed Nov 06 2019 21:00:00 GMT+0000,9358.89
Thu Nov 07 2019 21:00:00 GMT+0000,9217.96
Fri Nov 08 2019 21:00:00 GMT+0000,8872.87
Sat Nov 09 2019 21:00:00 GMT+0000,8872.77
Sun Nov 10 2019 21:00:00 GMT+0000,9135.48
Mon Nov 11 2019 21:00:00 GMT+0000,8840.1
Tue Nov 12 2019 21:00:00 GMT+0000,8896.78
Wed Nov 13 2019 21:00:00 GMT+0000,8866.74
Thu Nov 14 2019 21:00:00 GMT+0000,8754.91
Fri Nov 15 2019 21:00:00 GMT+0000,8558.15
Sat Nov 16 2019 21:00:00 GMT+0000,8560.3
Sun Nov 17 2019 21:00:00 GMT+0000,8645.8
Mon Nov 18 2019 21:00:00 GMT+0000,8296.1
Tue Nov 19 2019 21:00:00 GMT+0000,8173.49
Wed Nov 20 2019 21:00:00 GMT+0000,8158.64
Thu Nov 21 2019 21:00:00 GMT+0000,7638.54
Fri Nov 22 2019 21:00:00 GMT+0000,7373.37
Sat Nov 23 2019 21:00:00 GMT+0000,7340.01
Sun Nov 24 2019 21:00:00 GMT+0000,7083.13
Mon Nov 25 2019 21:00:00 GMT+0000,7177.28
Tue Nov 26 2019 21:00:00 GMT+0000,7145.16
Wed Nov 27 2019 21:00:00 GMT+0000,7558.18
Thu Nov 28 2019 21:00:00 GMT+0000,7570.17
Fri Nov 29 2019 21:00:00 GMT+0000,7727.54
Sat Nov 30 2019 21:00:00 GMT+0000,7498.01
Sun Dec 01 2019 21:00:00 GMT+0000,7370.35
Mon Dec 02 2019 21:00:00 GMT+0000,7293.43
Tue Dec 03 2019 21:00:00 GMT+0000,7299.6
Wed Dec 04 2019 21:00:00 GMT+0000,7186.64
Thu Dec 05 2019 21:00:00 GMT+0000,7360.66
Fri Dec 06 2019 21:00:00 GMT+0000,7409.36
Sat Dec 07 2019 21:00:00 GMT+0000,7480.97
Sun Dec 08 2019 21:00:00 GMT+0000,7524.34
Mon Dec 09 2019 21:00:00 GMT+0000,7295.38
Tue Dec 10 2019 21:00:00 GMT+0000,7188.03
Wed Dec 11 2019 21:00:00 GMT+0000,7160.74
Thu Dec 12 2019 21:00:00 GMT+0000,7240.58
Fri Dec 13 2019 21:00:00 GMT+0000,7252.05
Sat Dec 14 2019 21:00:00 GMT+0000,7078.04
Sun Dec 15 2019 21:00:00 GMT+0000,7135.29
Mon Dec 16 2019 21:00:00 GMT+0000,6799.72
Tue Dec 17 2019 21:00:00 GMT+0000,6450.67
Wed Dec 18 2019 21:00:00 GMT+0000,6978.42
Thu Dec 19 2019 21:00:00 GMT+0000,6961.97
Fri Dec 20 2019 21:00:00 GMT+0000,7038.56
Sat Dec 21 2019 21:00:00 GMT+0000,6976.64
Sun Dec 22 2019 21:00:00 GMT+0000,7230.87
Mon Dec 23 2019 21:00:00 GMT+0000,7182.35
Tue Dec 24 2019 21:00:00 GMT+0000,7023.35
Wed Dec 25 2019 21:00:00 GMT+0000,7023.8
Thu Dec 26 2019 21:00:00 GMT+0000,7047.75
Fri Dec 27 2019 21:00:00 GMT+0000,7017.79
Sat Dec 28 2019 21:00:00 GMT+0000,7145
Sun Dec 29 2019 21:00:00 GMT+0000,7228.99
Mon Dec 30 2019 21:00:00 GMT+0000,7087.19
Tue Dec 31 2019 21:00:00 GMT+0000,6977.27
Wed Jan 01 2020 21:00:00 GMT+0000,7068.77
Thu Jan 02 2020 21:00:00 GMT+0000,6778.93
Fri Jan 03 2020 21:00:00 GMT+0000,7152.82
Sat Jan 04 2020 21:00:00 GMT+0000,7177.27
Sun Jan 05 2020 21:00:00 GMT+0000,7296.59
Mon Jan 06 2020 21:00:00 GMT+0000,7477.66
Tue Jan 07 2020 21:00:00 GMT+0000,7956.13
Wed Jan 08 2020 21:00:00 GMT+0000,7792.51
Thu Jan 09 2020 21:00:00 GMT+0000,7609.29
Fri Jan 10 2020 21:00:00 GMT+0000,7883.15
Sat Jan 11 2020 21:00:00 GMT+0000,8007.49
Sun Jan 12 2020 21:00:00 GMT+0000,7975.88
Mon Jan 13 2020 21:00:00 GMT+0000,7980.92
Tue Jan 14 2020 21:00:00 GMT+0000,8633.94
Wed Jan 15 2020 21:00:00 GMT+0000,8793.93
Thu Jan 16 2020 21:00:00 GMT+0000,8735.97
Fri Jan 17 2020 21:00:00 GMT+0000,8925
Sat Jan 18 2020 21:00:00 GMT+0000,8949.83
Sun Jan 19 2020 21:00:00 GMT+0000,8634.03
Mon Jan 20 2020 21:00:00 GMT+0000,8704.82
Tue Jan 21 2020 21:00:00 GMT+0000,8745.03
Wed Jan 22 2020 21:00:00 GMT+0000,8704.32
Thu Jan 23 2020 21:00:00 GMT+0000,8361.46
Fri Jan 24 2020 21:00:00 GMT+0000,8481.29
Sat Jan 25 2020 21:00:00 GMT+0000,8352.08
Sun Jan 26 2020 21:00:00 GMT+0000,8592.56
Mon Jan 27 2020 21:00:00 GMT+0000,9007.8
Tue Jan 28 2020 21:00:00 GMT+0000,9078.89
Wed Jan 29 2020 21:00:00 GMT+0000,9385.48
Thu Jan 30 2020 21:00:00 GMT+0000,9626.39
Fri Jan 31 2020 21:00:00 GMT+0000,9361.85
Sat Feb 01 2020 21:00:00 GMT+0000,9456.93
Sun Feb 02 2020 21:00:00 GMT+0000,9606.46
Mon Feb 03 2020 21:00:00 GMT+0000,9491.26
Tue Feb 04 2020 21:00:00 GMT+0000,9389.92
Wed Feb 05 2020 21:00:00 GMT+0000,9950.88
Thu Feb 06 2020 21:00:00 GMT+0000,10103.48
Fri Feb 07 2020 21:00:00 GMT+0000,10095.54
Sat Feb 08 2020 21:00:00 GMT+0000,10263.18
Sun Feb 09 2020 21:00:00 GMT+0000,10429.94
Mon Feb 10 2020 21:00:00 GMT+0000,10268.53
Tue Feb 11 2020 21:00:00 GMT+0000,10744.7
Wed Feb 12 2020 21:00:00 GMT+0000,11094.48
Thu Feb 13 2020 21:00:00 GMT+0000,10936.38
Fri Feb 14 2020 21:00:00 GMT+0000,11204.51
Sat Feb 15 2020 21:00:00 GMT+0000,10590.1
Sun Feb 16 2020 21:00:00 GMT+0000,10268.09
Mon Feb 17 2020 21:00:00 GMT+0000,10198.04
Tue Feb 18 2020 21:00:00 GMT+0000,10838.67
Wed Feb 19 2020 21:00:00 GMT+0000,10737.06
Thu Feb 20 2020 21:00:00 GMT+0000,10060.37
Fri Feb 21 2020 21:00:00 GMT+0000,10239.4
Sat Feb 22 2020 21:00:00 GMT+0000,10214.1
Sun Feb 23 2020 21:00:00 GMT+0000,10452.77
Mon Feb 24 2020 21:00:00 GMT+0000,10069.93
Tue Feb 25 2020 21:00:00 GMT+0000,9721.16
Wed Feb 26 2020 21:00:00 GMT+0000,9092.78
Thu Feb 27 2020 21:00:00 GMT+0000,9238.95
Fri Feb 28 2020 21:00:00 GMT+0000,8919.28
Sat Feb 29 2020 21:00:00 GMT+0000,8973.58
Sun Mar 01 2020 21:00:00 GMT+0000,8750.34
Mon Mar 02 2020 21:00:00 GMT+0000,9249.9
Tue Mar 03 2020 21:00:00 GMT+0000,9029.38
Wed Mar 04 2020 21:00:00 GMT+0000,9020.03
Thu Mar 05 2020 21:00:00 GMT+0000,9455.22
Fri Mar 06 2020 21:00:00 GMT+0000,9494.79
Sat Mar 07 2020 21:00:00 GMT+0000,9259.1
Sun Mar 08 2020 20:00:00 GMT+0000,8554.43
Mon Mar 09 2020 20:00:00 GMT+0000,8016.29
Tue Mar 10 2020 20:00:00 GMT+0000,8204.96
Wed Mar 11 2020 20:00:00 GMT+0000,7973.71
Thu Mar 12 2020 20:00:00 GMT+0000,6070.59
Fri Mar 13 2020 20:00:00 GMT+0000,5544.72
Sat Mar 14 2020 20:00:00 GMT+0000,5511.55
Sun Mar 15 2020 20:00:00 GMT+0000,5408.27
Mon Mar 16 2020 20:00:00 GMT+0000,5006.27
Tue Mar 17 2020 20:00:00 GMT+0000,5439.24
Wed Mar 18 2020 20:00:00 GMT+0000,5385.51
Thu Mar 19 2020 20:00:00 GMT+0000,6278.37
Fri Mar 20 2020 20:00:00 GMT+0000,6195.84
Sat Mar 21 2020 20:00:00 GMT+0000,6241.85
Sun Mar 22 2020 20:00:00 GMT+0000,5909.94
Mon Mar 23 2020 20:00:00 GMT+0000,6255.37
Tue Mar 24 2020 20:00:00 GMT+0000,6660.86
Wed Mar 25 2020 20:00:00 GMT+0000,6552.64
Thu Mar 26 2020 20:00:00 GMT+0000,6605.82
Fri Mar 27 2020 20:00:00 GMT+0000,6641.87
Sat Mar 28 2020 20:00:00 GMT+0000,6232.17
Sun Mar 29 2020 20:00:00 GMT+0000,5929.71
Mon Mar 30 2020 20:00:00 GMT+0000,6370.89
Tue Mar 31 2020 20:00:00 GMT+0000,6457.95
Wed Apr 01 2020 20:00:00 GMT+0000,6217.11
Thu Apr 02 2020 20:00:00 GMT+0000,6766
Fri Apr 03 2020 20:00:00 GMT+0000,6762.88
Sat Apr 04 2020 20:00:00 GMT+0000,6756.39
Sun Apr 05 2020 20:00:00 GMT+0000,6790.95
Mon Apr 06 2020 20:00:00 GMT+0000,7342.52
Tue Apr 07 2020 20:00:00 GMT+0000,7383.02
Wed Apr 08 2020 20:00:00 GMT+0000,7429.4
Thu Apr 09 2020 20:00:00 GMT+0000,7393.67
Fri Apr 10 2020 20:00:00 GMT+0000,6998.25
Sat Apr 11 2020 20:00:00 GMT+0000,6896.23
Sun Apr 12 2020 20:00:00 GMT+0000,7228.69
Mon Apr 13 2020 20:00:00 GMT+0000,6869.2
Tue Apr 14 2020 20:00:00 GMT+0000,7013.53
Wed Apr 15 2020 20:00:00 GMT+0000,6832.02
Thu Apr 16 2020 20:00:00 GMT+0000,7209.35
Fri Apr 17 2020 20:00:00 GMT+0000,7197.99
Sat Apr 18 2020 20:00:00 GMT+0000,7401.39
Sun Apr 19 2020 20:00:00 GMT+0000,7316.88
Mon Apr 20 2020 20:00:00 GMT+0000,6896.64
Tue Apr 21 2020 20:00:00 GMT+0000,7032.01
Wed Apr 22 2020 20:00:00 GMT+0000,7269.67
Thu Apr 23 2020 20:00:00 GMT+0000,7674.6
Fri Apr 24 2020 20:00:00 GMT+0000,7693.72
Sat Apr 25 2020 20:00:00 GMT+0000,7742.25
Sun Apr 26 2020 20:00:00 GMT+0000,7849.23
Mon Apr 27 2020 20:00:00 GMT+0000,7862.11
Tue Apr 28 2020 20:00:00 GMT+0000,7925.63
Wed Apr 29 2020 20:00:00 GMT+0000,8857.59
Thu Apr 30 2020 20:00:00 GMT+0000,8860.21
Fri May 01 2020 20:00:00 GMT+0000,8768.11
Sat May 02 2020 20:00:00 GMT+0000,8961.75
Sun May 03 2020 20:00:00 GMT+0000,8885.82
Mon May 04 2020 20:00:00 GMT+0000,8822.97
Tue May 05 2020 20:00:00 GMT+0000,8877.73
Wed May 06 2020 20:00:00 GMT+0000,9133.5
Thu May 07 2020 20:00:00 GMT+0000,9642.63
Fri May 08 2020 20:00:00 GMT+0000,9737.37
Sat May 09 2020 20:00:00 GMT+0000,9613.42
Sun May 10 2020 20:00:00 GMT+0000,8376
Mon May 11 2020 20:00:00 GMT+0000,8564.27
Tue May 12 2020 20:00:00 GMT+0000,8642.9
Wed May 13 2020 20:00:00 GMT+0000,8972.56
Thu May 14 2020 20:00:00 GMT+0000,9379.6
Fri May 15 2020 20:00:00 GMT+0000,9071.1
Sat May 16 2020 20:00:00 GMT+0000,9111.5
Sun May 17 2020 20:00:00 GMT+0000,9474.11
Mon May 18 2020 20:00:00 GMT+0000,9475.19
Tue May 19 2020 20:00:00 GMT+0000,9426.02
Wed May 20 2020 20:00:00 GMT+0000,9329.29
Thu May 21 2020 20:00:00 GMT+0000,8875.13
Fri May 22 2020 20:00:00 GMT+0000,9060.68
Sat May 23 2020 20:00:00 GMT+0000,9061.73
Sun May 24 2020 20:00:00 GMT+0000,8919.57
Mon May 25 2020 20:00:00 GMT+0000,8849.64
Tue May 26 2020 20:00:00 GMT+0000,8703.61
Wed May 27 2020 20:00:00 GMT+0000,9029.24
Thu May 28 2020 20:00:00 GMT+0000,9305.37
Fri May 29 2020 20:00:00 GMT+0000,9296.74
Sat May 30 2020 20:00:00 GMT+0000,9533.88
Sun May 31 2020 20:00:00 GMT+0000,9533.05
Mon Jun 01 2020 20:00:00 GMT+0000,9573.99
Tue Jun 02 2020 20:00:00 GMT+0000,9516.66
Wed Jun 03 2020 20:00:00 GMT+0000,9612.8
Thu Jun 04 2020 20:00:00 GMT+0000,9803.32
Fri Jun 05 2020 20:00:00 GMT+0000,9744.91
Sat Jun 06 2020 20:00:00 GMT+0000,9688.19
Sun Jun 07 2020 20:00:00 GMT+0000,9764.68
Mon Jun 08 2020 20:00:00 GMT+0000,9707.98
Tue Jun 09 2020 20:00:00 GMT+0000,9739.01
Wed Jun 10 2020 20:00:00 GMT+0000,9857.29
Thu Jun 11 2020 20:00:00 GMT+0000,9255.95
Fri Jun 12 2020 20:00:00 GMT+0000,9417.03
Sat Jun 13 2020 20:00:00 GMT+0000,9405.66
Sun Jun 14 2020 20:00:00 GMT+0000,9370.97
Mon Jun 15 2020 20:00:00 GMT+0000,9368.8
Tue Jun 16 2020 20:00:00 GMT+0000,9444.24
Wed Jun 17 2020 20:00:00 GMT+0000,9261.83
Thu Jun 18 2020 20:00:00 GMT+0000,9349.49
Fri Jun 19 2020 20:00:00 GMT+0000,9257.94
Sat Jun 20 2020 20:00:00 GMT+0000,9235.81
Sun Jun 21 2020 20:00:00 GMT+0000,9294.49
Mon Jun 22 2020 20:00:00 GMT+0000,9543.14
Tue Jun 23 2020 20:00:00 GMT+0000,9638.93
Wed Jun 24 2020 20:00:00 GMT+0000,9277.74
Thu Jun 25 2020 20:00:00 GMT+0000,9264.18
Fri Jun 26 2020 20:00:00 GMT+0000,9148.47
Sat Jun 27 2020 20:00:00 GMT+0000,8833.73
Sun Jun 28 2020 20:00:00 GMT+0000,9030.3
Mon Jun 29 2020 20:00:00 GMT+0000,9084.95
Tue Jun 30 2020 20:00:00 GMT+0000,9069.03
Wed Jul 01 2020 20:00:00 GMT+0000,9193.84
Thu Jul 02 2020 20:00:00 GMT+0000,9012.11
Fri Jul 03 2020 20:00:00 GMT+0000,9069.75
Sat Jul 04 2020 20:00:00 GMT+0000,9124.58
Sun Jul 05 2020 20:00:00 GMT+0000,9016.07
Mon Jul 06 2020 20:00:00 GMT+0000,9336.31
Tue Jul 07 2020 20:00:00 GMT+0000,9328.85
Wed Jul 08 2020 20:00:00 GMT+0000,9628.78
Thu Jul 09 2020 20:00:00 GMT+0000,9395.31
Fri Jul 10 2020 20:00:00 GMT+0000,9408.85
Sat Jul 11 2020 20:00:00 GMT+0000,9406.59
Sun Jul 12 2020 20:00:00 GMT+0000,9428.47
Mon Jul 13 2020 20:00:00 GMT+0000,9431.71
Tue Jul 14 2020 20:00:00 GMT+0000,9513.25
Wed Jul 15 2020 20:00:00 GMT+0000,9407.74
Thu Jul 16 2020 20:00:00 GMT+0000,9317.35
Fri Jul 17 2020 20:00:00 GMT+0000,9381.54
Sat Jul 18 2020 20:00:00 GMT+0000,9408.55
Sun Jul 19 2020 20:00:00 GMT+0000,9404.17
Mon Jul 20 2020 20:00:00 GMT+0000,9360.05
Tue Jul 21 2020 20:00:00 GMT+0000,9585.64
Wed Jul 22 2020 20:00:00 GMT+0000,9619.66
Thu Jul 23 2020 20:00:00 GMT+0000,9959.63
Fri Jul 24 2020 20:00:00 GMT+0000,9961.99
Sat Jul 25 2020 20:00:00 GMT+0000,10152.62
Sun Jul 26 2020 20:00:00 GMT+0000,10308.2
Mon Jul 27 2020 20:00:00 GMT+0000,11092.18
Tue Jul 28 2020 20:00:00 GMT+0000,11300.44
Wed Jul 29 2020 20:00:00 GMT+0000,11489.32
Thu Jul 30 2020 20:00:00 GMT+0000,11500.98
Fri Jul 31 2020 20:00:00 GMT+0000,11713.02
Sat Aug 01 2020 20:00:00 GMT+0000,12354.98
Sun Aug 02 2020 20:00:00 GMT+0000,11837.3
Mon Aug 03 2020 20:00:00 GMT+0000,12146.93
Tue Aug 04 2020 20:00:00 GMT+0000,11953.77
Wed Aug 05 2020 20:00:00 GMT+0000,12367.47
Thu Aug 06 2020 20:00:00 GMT+0000,12579.2
Fri Aug 07 2020 20:00:00 GMT+0000,12115.56
Sat Aug 08 2020 20:00:00 GMT+0000,12429.06
Sun Aug 09 2020 20:00:00 GMT+0000,12394.82
Mon Aug 10 2020 20:00:00 GMT+0000,12651.9
Tue Aug 11 2020 20:00:00 GMT+0000,12127.32
Wed Aug 12 2020 20:00:00 GMT+0000,12351.95
Thu Aug 13 2020 20:00:00 GMT+0000,12401.06
Fri Aug 14 2020 20:00:00 GMT+0000,12900.31
Sat Aug 15 2020 20:00:00 GMT+0000,12953.02
Sun Aug 16 2020 20:00:00 GMT+0000,12952.51
Mon Aug 17 2020 20:00:00 GMT+0000,13454.84
Tue Aug 18 2020 20:00:00 GMT+0000,13024.56
Wed Aug 19 2020 20:00:00 GMT+0000,12490.53
Thu Aug 20 2020 20:00:00 GMT+0000,12832.97
Fri Aug 21 2020 20:00:00 GMT+0000,12551.62
Sat Aug 22 2020 20:00:00 GMT+0000,12460.33
Sun Aug 23 2020 20:00:00 GMT+0000,12581.43
Mon Aug 24 2020 20:00:00 GMT+0000,12694.87
Tue Aug 25 2020 20:00:00 GMT+0000,12112.75
Wed Aug 26 2020 20:00:00 GMT+0000,12328.75
Thu Aug 27 2020 20:00:00 GMT+0000,11995.37
Fri Aug 28 2020 20:00:00 GMT+0000,12358.69
Sat Aug 29 2020 20:00:00 GMT+0000,12467.34
Sun Aug 30 2020 20:00:00 GMT+0000,12695.56
Mon Aug 31 2020 20:00:00 GMT+0000,12807.46
Tue Sep 01 2020 20:00:00 GMT+0000,13191.31
Wed Sep 02 2020 20:00:00 GMT+0000,12438.79
Thu Sep 03 2020 20:00:00 GMT+0000,11636.63
Fri Sep 04 2020 20:00:00 GMT+0000,11404.38
Sat Sep 05 2020 20:00:00 GMT+0000,10417.53
Sun Sep 06 2020 20:00:00 GMT+0000,10923.25
Mon Sep 07 2020 20:00:00 GMT+0000,10748.07
Tue Sep 08 2020 20:00:00 GMT+0000,10556.64
Wed Sep 09 2020 20:00:00 GMT+0000,10975.37
Thu Sep 10 2020 20:00:00 GMT+0000,11005.83
Fri Sep 11 2020 20:00:00 GMT+0000,11081.66
Sat Sep 12 2020 20:00:00 GMT+0000,11310.53
Sun Sep 13 2020 20:00:00 GMT+0000,11031.26
Mon Sep 14 2020 20:00:00 GMT+0000,11377.56
Tue Sep 15 2020 20:00:00 GMT+0000,11350.08
Wed Sep 16 2020 20:00:00 GMT+0000,11457.21
Thu Sep 17 2020 20:00:00 GMT+0000,11554.44
Fri Sep 18 2020 20:00:00 GMT+0000,11443.09
Sat Sep 19 2020 20:00:00 GMT+0000,11603.5
Sun Sep 20 2020 20:00:00 GMT+0000,11353.68
Mon Sep 21 2020 20:00:00 GMT+0000,10835.12
Tue Sep 22 2020 20:00:00 GMT+0000,10839.64
Wed Sep 23 2020 20:00:00 GMT+0000,10555.79
Thu Sep 24 2020 20:00:00 GMT+0000,10983.07
Fri Sep 25 2020 20:00:00 GMT+0000,11159.27
Sat Sep 26 2020 20:00:00 GMT+0000,11148.3
Sun Sep 27 2020 20:00:00 GMT+0000,11186.19
Mon Sep 28 2020 20:00:00 GMT+0000,11345.86
Tue Sep 29 2020 20:00:00 GMT+0000,11177.32
Wed Sep 30 2020 20:00:00 GMT+0000,11167.57
Thu Oct 01 2020 20:00:00 GMT+0000,11076.32
Fri Oct 02 2020 20:00:00 GMT+0000,10889.79
Sat Oct 03 2020 20:00:00 GMT+0000,11018.57
Sun Oct 04 2020 20:00:00 GMT+0000,11109.55
Mon Oct 05 2020 20:00:00 GMT+0000,11138.88
Tue Oct 06 2020 20:00:00 GMT+0000,10914.51
Wed Oct 07 2020 20:00:00 GMT+0000,10979.16
Thu Oct 08 2020 20:00:00 GMT+0000,11231.37
Fri Oct 09 2020 20:00:00 GMT+0000,11444.79
Sat Oct 10 2020 20:00:00 GMT+0000,11769.78
Sun Oct 11 2020 20:00:00 GMT+0000,11750.49
Mon Oct 12 2020 20:00:00 GMT+0000,12032.13
Tue Oct 13 2020 20:00:00 GMT+0000,11843.27
Wed Oct 14 2020 20:00:00 GMT+0000,11757.29
Thu Oct 15 2020 20:00:00 GMT+0000,11906.29
Fri Oct 16 2020 20:00:00 GMT+0000,11634.46
Sat Oct 17 2020 20:00:00 GMT+0000,11661.99
Sun Oct 18 2020 20:00:00 GMT+0000,11792.3
Mon Oct 19 2020 20:00:00 GMT+0000,12007.72
Tue Oct 20 2020 20:00:00 GMT+0000,12038.12
Wed Oct 21 2020 20:00:00 GMT+0000,12784.36
Thu Oct 22 2020 20:00:00 GMT+0000,13246.12
Fri Oct 23 2020 20:00:00 GMT+0000,13063.88
Sat Oct 24 2020 20:00:00 GMT+0000,13275.72
Sun Oct 25 2020 20:00:00 GMT+0000,13176.46
Mon Oct 26 2020 20:00:00 GMT+0000,13014.4
Tue Oct 27 2020 20:00:00 GMT+0000,13579.95
Wed Oct 28 2020 20:00:00 GMT+0000,13056.16
Thu Oct 29 2020 20:00:00 GMT+0000,13276.66
Fri Oct 30 2020 20:00:00 GMT+0000,13247.85
Sat Oct 31 2020 20:00:00 GMT+0000,13453.01
Sun Nov 01 2020 21:00:00 GMT+0000,13512.53
Mon Nov 02 2020 21:00:00 GMT+0000,13321.77
Tue Nov 03 2020 21:00:00 GMT+0000,13294.61
Wed Nov 04 2020 21:00:00 GMT+0000,13581.65
