Date,BITW100
Fri Apr 13 2018 00:00:00 GMT+0000,12579.92
Sat Apr 14 2018 00:00:00 GMT+0000,12556.92
Sun Apr 15 2018 00:00:00 GMT+0000,12758.38
Mon Apr 16 2018 00:00:00 GMT+0000,13468.87
Tue Apr 17 2018 00:00:00 GMT+0000,13051.27
Wed Apr 18 2018 00:00:00 GMT+0000,12913.87
Thu Apr 19 2018 00:00:00 GMT+0000,13691.15
Fri Apr 20 2018 00:00:00 GMT+0000,14359.35
Sat Apr 21 2018 00:00:00 GMT+0000,15671.66
Sun Apr 22 2018 00:00:00 GMT+0000,15411.57
Mon Apr 23 2018 00:00:00 GMT+0000,15466.74
Tue Apr 24 2018 00:00:00 GMT+0000,16061.76
Wed Apr 25 2018 00:00:00 GMT+0000,17359.97
Thu Apr 26 2018 00:00:00 GMT+0000,15502.33
Fri Apr 27 2018 00:00:00 GMT+0000,16547.05
Sat Apr 28 2018 00:00:00 GMT+0000,15961.58
Sun Apr 29 2018 00:00:00 GMT+0000,16912.22
Mon Apr 30 2018 00:00:00 GMT+0000,17333.21
Tue May 01 2018 00:00:00 GMT+0000,16690.17
Wed May 02 2018 00:00:00 GMT+0000,16671.49
Thu May 03 2018 00:00:00 GMT+0000,17069.66
Fri May 04 2018 00:00:00 GMT+0000,17924.21
Sat May 05 2018 00:00:00 GMT+0000,17935.09
Sun May 06 2018 00:00:00 GMT+0000,18438.11
Mon May 07 2018 00:00:00 GMT+0000,18020.78
Tue May 08 2018 00:00:00 GMT+0000,17390.98
Wed May 09 2018 00:00:00 GMT+0000,17123.95
Thu May 10 2018 00:00:00 GMT+0000,17214.78
Fri May 11 2018 00:00:00 GMT+0000,16447.22
Sat May 12 2018 00:00:00 GMT+0000,15093.83
Sun May 13 2018 00:00:00 GMT+0000,15358.41
Mon May 14 2018 00:00:00 GMT+0000,16007.26
Tue May 15 2018 00:00:00 GMT+0000,15903.45
Wed May 16 2018 00:00:00 GMT+0000,15318.22
Thu May 17 2018 00:00:00 GMT+0000,15145.73
Fri May 18 2018 00:00:00 GMT+0000,14403.39
Sat May 19 2018 00:00:00 GMT+0000,14773.58
Sun May 20 2018 00:00:00 GMT+0000,14737.53
Mon May 21 2018 00:00:00 GMT+0000,15335.89
Tue May 22 2018 00:00:00 GMT+0000,14980.3
Wed May 23 2018 00:00:00 GMT+0000,14062.21
Thu May 24 2018 00:00:00 GMT+0000,12960.56
Fri May 25 2018 00:00:00 GMT+0000,13352.9
Sat May 26 2018 00:00:00 GMT+0000,13008.61
Sun May 27 2018 00:00:00 GMT+0000,12895.08
Mon May 28 2018 00:00:00 GMT+0000,12795.66
Tue May 29 2018 00:00:00 GMT+0000,11935.21
Wed May 30 2018 00:00:00 GMT+0000,12814.69
Thu May 31 2018 00:00:00 GMT+0000,12672.86
Fri Jun 01 2018 00:00:00 GMT+0000,12938.83
Sat Jun 02 2018 00:00:00 GMT+0000,13043.35
Sun Jun 03 2018 00:00:00 GMT+0000,13433.94
Mon Jun 04 2018 00:00:00 GMT+0000,13817.03
Tue Jun 05 2018 00:00:00 GMT+0000,13250.72
Wed Jun 06 2018 00:00:00 GMT+0000,13551.88
Thu Jun 07 2018 00:00:00 GMT+0000,13507.11
Fri Jun 08 2018 00:00:00 GMT+0000,13540.14
Sat Jun 09 2018 00:00:00 GMT+0000,13397.13
Sun Jun 10 2018 00:00:00 GMT+0000,13143.46
Mon Jun 11 2018 00:00:00 GMT+0000,11642.06
Tue Jun 12 2018 00:00:00 GMT+0000,11847.29
Wed Jun 13 2018 00:00:00 GMT+0000,11111.38
Thu Jun 14 2018 00:00:00 GMT+0000,10642.12
Fri Jun 15 2018 00:00:00 GMT+0000,11345.07
Sat Jun 16 2018 00:00:00 GMT+0000,10838.43
Sun Jun 17 2018 00:00:00 GMT+0000,10967.41
Mon Jun 18 2018 00:00:00 GMT+0000,10889.71
Tue Jun 19 2018 00:00:00 GMT+0000,11248.19
Wed Jun 20 2018 00:00:00 GMT+0000,11402.88
Thu Jun 21 2018 00:00:00 GMT+0000,11328.86
Fri Jun 22 2018 00:00:00 GMT+0000,11205.12
Sat Jun 23 2018 00:00:00 GMT+0000,9971.68
Sun Jun 24 2018 00:00:00 GMT+0000,10075.09
Mon Jun 25 2018 00:00:00 GMT+0000,9865.19
Tue Jun 26 2018 00:00:00 GMT+0000,10020.37
Wed Jun 27 2018 00:00:00 GMT+0000,9543.43
Thu Jun 28 2018 00:00:00 GMT+0000,9741.99
Fri Jun 29 2018 00:00:00 GMT+0000,9258.88
Sat Jun 30 2018 00:00:00 GMT+0000,9692.65
Sun Jul 01 2018 00:00:00 GMT+0000,10019.99
Mon Jul 02 2018 00:00:00 GMT+0000,10031.19
Tue Jul 03 2018 00:00:00 GMT+0000,10438.52
Wed Jul 04 2018 00:00:00 GMT+0000,10341.57
Thu Jul 05 2018 00:00:00 GMT+0000,10488.28
Fri Jul 06 2018 00:00:00 GMT+0000,10363.48
Sat Jul 07 2018 00:00:00 GMT+0000,10409.35
Sun Jul 08 2018 00:00:00 GMT+0000,10661.81
Mon Jul 09 2018 00:00:00 GMT+0000,10586.42
Tue Jul 10 2018 00:00:00 GMT+0000,10392.48
Wed Jul 11 2018 00:00:00 GMT+0000,9729.09
Thu Jul 12 2018 00:00:00 GMT+0000,9918.22
Fri Jul 13 2018 00:00:00 GMT+0000,9644.07
Sat Jul 14 2018 00:00:00 GMT+0000,9615.2
Sun Jul 15 2018 00:00:00 GMT+0000,9646.01
Mon Jul 16 2018 00:00:00 GMT+0000,9939.38
Tue Jul 17 2018 00:00:00 GMT+0000,10622.44
Wed Jul 18 2018 00:00:00 GMT+0000,11379.42
Thu Jul 19 2018 00:00:00 GMT+0000,11299.07
Fri Jul 20 2018 00:00:00 GMT+0000,11274.13
Sat Jul 21 2018 00:00:00 GMT+0000,10803.65
Sun Jul 22 2018 00:00:00 GMT+0000,11027.06
Mon Jul 23 2018 00:00:00 GMT+0000,10957.33
Tue Jul 24 2018 00:00:00 GMT+0000,11159.16
Wed Jul 25 2018 00:00:00 GMT+0000,11999.4
Thu Jul 26 2018 00:00:00 GMT+0000,11782.96
Fri Jul 27 2018 00:00:00 GMT+0000,11384.51
Sat Jul 28 2018 00:00:00 GMT+0000,11742.84
Sun Jul 29 2018 00:00:00 GMT+0000,11783.73
Mon Jul 30 2018 00:00:00 GMT+0000,11732.16
Tue Jul 31 2018 00:00:00 GMT+0000,11560.96
Tue Jul 31 2018 20:00:00 GMT+0000,10988.88
Wed Aug 01 2018 20:00:00 GMT+0000,10735
Thu Aug 02 2018 20:00:00 GMT+0000,10578.95
Fri Aug 03 2018 20:00:00 GMT+0000,10459.61
Sat Aug 04 2018 20:00:00 GMT+0000,10030.72
Sun Aug 05 2018 20:00:00 GMT+0000,10106.38
Mon Aug 06 2018 20:00:00 GMT+0000,9982.21
Tue Aug 07 2018 20:00:00 GMT+0000,9951.57
Wed Aug 08 2018 20:00:00 GMT+0000,8868.1
Thu Aug 09 2018 20:00:00 GMT+0000,9058.74
Fri Aug 10 2018 20:00:00 GMT+0000,8880.09
Sat Aug 11 2018 20:00:00 GMT+0000,8589.06
Sun Aug 12 2018 20:00:00 GMT+0000,8498.49
Mon Aug 13 2018 20:00:00 GMT+0000,8136.04
Tue Aug 14 2018 20:00:00 GMT+0000,7749.27
Wed Aug 15 2018 20:00:00 GMT+0000,8221.95
Thu Aug 16 2018 20:00:00 GMT+0000,8312.16
Fri Aug 17 2018 20:00:00 GMT+0000,8624.79
Sat Aug 18 2018 20:00:00 GMT+0000,8381.94
Sun Aug 19 2018 20:00:00 GMT+0000,8486.57
Mon Aug 20 2018 20:00:00 GMT+0000,8441.31
Tue Aug 21 2018 20:00:00 GMT+0000,8368.6
Wed Aug 22 2018 20:00:00 GMT+0000,8257.99
Thu Aug 23 2018 20:00:00 GMT+0000,8268.61
Fri Aug 24 2018 20:00:00 GMT+0000,8515.09
Sat Aug 25 2018 20:00:00 GMT+0000,8606.71
Sun Aug 26 2018 20:00:00 GMT+0000,8552.93
Mon Aug 27 2018 20:00:00 GMT+0000,8679.1
Tue Aug 28 2018 20:00:00 GMT+0000,9202.5
Wed Aug 29 2018 20:00:00 GMT+0000,9046.59
Thu Aug 30 2018 20:00:00 GMT+0000,8737.37
Fri Aug 31 2018 20:00:00 GMT+0000,9103.91
Sat Sep 01 2018 20:00:00 GMT+0000,9566.84
Sun Sep 02 2018 20:00:00 GMT+0000,9496.59
Mon Sep 03 2018 20:00:00 GMT+0000,9513.13
Tue Sep 04 2018 20:00:00 GMT+0000,9485.31
Wed Sep 05 2018 20:00:00 GMT+0000,8640.09
Thu Sep 06 2018 20:00:00 GMT+0000,8149.76
Fri Sep 07 2018 20:00:00 GMT+0000,8042.82
Sat Sep 08 2018 20:00:00 GMT+0000,7685.83
Sun Sep 09 2018 20:00:00 GMT+0000,7917.22
Mon Sep 10 2018 20:00:00 GMT+0000,7702.43
Tue Sep 11 2018 20:00:00 GMT+0000,7578.82
Wed Sep 12 2018 20:00:00 GMT+0000,7608.68
Thu Sep 13 2018 20:00:00 GMT+0000,7916.83
Fri Sep 14 2018 20:00:00 GMT+0000,8087.89
Sat Sep 15 2018 20:00:00 GMT+0000,8113.22
Sun Sep 16 2018 20:00:00 GMT+0000,8067.11
Mon Sep 17 2018 20:00:00 GMT+0000,7653.14
Tue Sep 18 2018 20:00:00 GMT+0000,7829.88
Wed Sep 19 2018 20:00:00 GMT+0000,7969.59
Thu Sep 20 2018 20:00:00 GMT+0000,8120.11
Fri Sep 21 2018 20:00:00 GMT+0000,9068.07
Sat Sep 22 2018 20:00:00 GMT+0000,8931.09
Sun Sep 23 2018 20:00:00 GMT+0000,8970.37
Mon Sep 24 2018 20:00:00 GMT+0000,8746.18
Tue Sep 25 2018 20:00:00 GMT+0000,8193.3
Wed Sep 26 2018 20:00:00 GMT+0000,8597.9
Thu Sep 27 2018 20:00:00 GMT+0000,8899.55
Fri Sep 28 2018 20:00:00 GMT+0000,8846.63
Sat Sep 29 2018 20:00:00 GMT+0000,8837.54
Sun Sep 30 2018 20:00:00 GMT+0000,8846.99
Mon Oct 01 2018 20:00:00 GMT+0000,8761.62
Tue Oct 02 2018 20:00:00 GMT+0000,8774.14
Wed Oct 03 2018 20:00:00 GMT+0000,8509.92
Thu Oct 04 2018 20:00:00 GMT+0000,8703.51
Fri Oct 05 2018 20:00:00 GMT+0000,8636
Sat Oct 06 2018 20:00:00 GMT+0000,8546.81
Sun Oct 07 2018 20:00:00 GMT+0000,8568.39
Mon Oct 08 2018 20:00:00 GMT+0000,8781.06
Tue Oct 09 2018 20:00:00 GMT+0000,8677.88
Wed Oct 10 2018 20:00:00 GMT+0000,8594.08
Thu Oct 11 2018 20:00:00 GMT+0000,7923.74
Fri Oct 12 2018 20:00:00 GMT+0000,7939.71
Sat Oct 13 2018 20:00:00 GMT+0000,7950.69
Sun Oct 14 2018 20:00:00 GMT+0000,8024.09
Mon Oct 15 2018 20:00:00 GMT+0000,8295.54
Tue Oct 16 2018 20:00:00 GMT+0000,8282.76
Wed Oct 17 2018 20:00:00 GMT+0000,8364.31
Thu Oct 18 2018 20:00:00 GMT+0000,8204.62
Fri Oct 19 2018 20:00:00 GMT+0000,8218.62
Sat Oct 20 2018 20:00:00 GMT+0000,8276.9
Sun Oct 21 2018 20:00:00 GMT+0000,8311.86
Mon Oct 22 2018 20:00:00 GMT+0000,8222.43
Tue Oct 23 2018 20:00:00 GMT+0000,8258.5
Wed Oct 24 2018 20:00:00 GMT+0000,8319.02
Thu Oct 25 2018 20:00:00 GMT+0000,8237.8
Fri Oct 26 2018 20:00:00 GMT+0000,8217.22
Sat Oct 27 2018 20:00:00 GMT+0000,8223.62
Sun Oct 28 2018 20:00:00 GMT+0000,8238.69
Mon Oct 29 2018 20:00:00 GMT+0000,7939.65
Tue Oct 30 2018 20:00:00 GMT+0000,7967.76
Wed Oct 31 2018 20:00:00 GMT+0000,8052.8
Thu Nov 01 2018 20:00:00 GMT+0000,8081.13
Fri Nov 02 2018 20:00:00 GMT+0000,8188.08
Sat Nov 03 2018 20:00:00 GMT+0000,8161.32
Sun Nov 04 2018 21:00:00 GMT+0000,8389.11
Mon Nov 05 2018 21:00:00 GMT+0000,8388.49
Tue Nov 06 2018 21:00:00 GMT+0000,8616.61
Wed Nov 07 2018 21:00:00 GMT+0000,8677.64
Thu Nov 08 2018 21:00:00 GMT+0000,8538.25
Fri Nov 09 2018 21:00:00 GMT+0000,8375.43
Sat Nov 10 2018 21:00:00 GMT+0000,8435.48
Sun Nov 11 2018 21:00:00 GMT+0000,8344.03
Mon Nov 12 2018 21:00:00 GMT+0000,8397.93
Tue Nov 13 2018 21:00:00 GMT+0000,8323.16
Wed Nov 14 2018 21:00:00 GMT+0000,7154.84
Thu Nov 15 2018 21:00:00 GMT+0000,7167.16
Fri Nov 16 2018 21:00:00 GMT+0000,7185.09
Sat Nov 17 2018 21:00:00 GMT+0000,7205.49
Sun Nov 18 2018 21:00:00 GMT+0000,7271.07
Mon Nov 19 2018 21:00:00 GMT+0000,6412.05
Tue Nov 20 2018 21:00:00 GMT+0000,5607.89
Wed Nov 21 2018 21:00:00 GMT+0000,5740.07
Thu Nov 22 2018 21:00:00 GMT+0000,5708.47
Fri Nov 23 2018 21:00:00 GMT+0000,5375.94
Sat Nov 24 2018 21:00:00 GMT+0000,5294.4
Sun Nov 25 2018 21:00:00 GMT+0000,4995.13
Mon Nov 26 2018 21:00:00 GMT+0000,4666.72
Tue Nov 27 2018 21:00:00 GMT+0000,4745.3
Wed Nov 28 2018 21:00:00 GMT+0000,5528.56
Thu Nov 29 2018 21:00:00 GMT+0000,5288.03
Fri Nov 30 2018 21:00:00 GMT+0000,5023.92
Sat Dec 01 2018 21:00:00 GMT+0000,5282.29
Sun Dec 02 2018 21:00:00 GMT+0000,5278.58
Mon Dec 03 2018 21:00:00 GMT+0000,4852.36
Tue Dec 04 2018 21:00:00 GMT+0000,4872.27
Wed Dec 05 2018 21:00:00 GMT+0000,4677.35
Thu Dec 06 2018 21:00:00 GMT+0000,4472.83
Fri Dec 07 2018 21:00:00 GMT+0000,4123.62
Sat Dec 08 2018 21:00:00 GMT+0000,4083.54
Sun Dec 09 2018 21:00:00 GMT+0000,4413.9
Mon Dec 10 2018 21:00:00 GMT+0000,4175.95
Tue Dec 11 2018 21:00:00 GMT+0000,4096.05
Wed Dec 12 2018 21:00:00 GMT+0000,4209.39
Thu Dec 13 2018 21:00:00 GMT+0000,3987.46
Fri Dec 14 2018 21:00:00 GMT+0000,3858.54
Sat Dec 15 2018 21:00:00 GMT+0000,3898.45
Sun Dec 16 2018 21:00:00 GMT+0000,3965.06
Mon Dec 17 2018 21:00:00 GMT+0000,4425.28
Tue Dec 18 2018 21:00:00 GMT+0000,4367.55
Wed Dec 19 2018 21:00:00 GMT+0000,4715.67
Thu Dec 20 2018 21:00:00 GMT+0000,4934.65
Fri Dec 21 2018 21:00:00 GMT+0000,4818.24
Sat Dec 22 2018 21:00:00 GMT+0000,4940.45
Sun Dec 23 2018 21:00:00 GMT+0000,5134.36
Mon Dec 24 2018 21:00:00 GMT+0000,5277.37
Tue Dec 25 2018 21:00:00 GMT+0000,4946.22
Wed Dec 26 2018 21:00:00 GMT+0000,4896.29
Thu Dec 27 2018 21:00:00 GMT+0000,4591.25
Fri Dec 28 2018 21:00:00 GMT+0000,5076.49
Sat Dec 29 2018 21:00:00 GMT+0000,5015.1
Sun Dec 30 2018 21:00:00 GMT+0000,4971.25
Mon Dec 31 2018 21:00:00 GMT+0000,4765.79
Tue Jan 01 2019 21:00:00 GMT+0000,4882.24
Wed Jan 02 2019 21:00:00 GMT+0000,5109.94
Thu Jan 03 2019 21:00:00 GMT+0000,4983.16
Fri Jan 04 2019 21:00:00 GMT+0000,4980.71
Sat Jan 05 2019 21:00:00 GMT+0000,5068.67
Sun Jan 06 2019 21:00:00 GMT+0000,5267.17
Mon Jan 07 2019 21:00:00 GMT+0000,5213.56
Tue Jan 08 2019 21:00:00 GMT+0000,5197.92
Wed Jan 09 2019 21:00:00 GMT+0000,5214.39
Thu Jan 10 2019 21:00:00 GMT+0000,4647.03
Fri Jan 11 2019 21:00:00 GMT+0000,4661.34
Sat Jan 12 2019 21:00:00 GMT+0000,4640.57
Sun Jan 13 2019 21:00:00 GMT+0000,4412.63
Mon Jan 14 2019 21:00:00 GMT+0000,4684.99
Tue Jan 15 2019 21:00:00 GMT+0000,4515.26
Wed Jan 16 2019 21:00:00 GMT+0000,4570.8
Thu Jan 17 2019 21:00:00 GMT+0000,4619.11
Fri Jan 18 2019 21:00:00 GMT+0000,4568.32
Sat Jan 19 2019 21:00:00 GMT+0000,4705.94
Sun Jan 20 2019 21:00:00 GMT+0000,4483.53
Mon Jan 21 2019 21:00:00 GMT+0000,4492.54
Tue Jan 22 2019 21:00:00 GMT+0000,4557.43
Wed Jan 23 2019 21:00:00 GMT+0000,4474.91
Thu Jan 24 2019 21:00:00 GMT+0000,4540.96
Fri Jan 25 2019 21:00:00 GMT+0000,4494.63
Sat Jan 26 2019 21:00:00 GMT+0000,4497.56
Sun Jan 27 2019 21:00:00 GMT+0000,4460.83
Mon Jan 28 2019 21:00:00 GMT+0000,4227.61
Tue Jan 29 2019 21:00:00 GMT+0000,4218.63
Wed Jan 30 2019 21:00:00 GMT+0000,4320.77
Thu Jan 31 2019 21:00:00 GMT+0000,4283.84
Fri Feb 01 2019 21:00:00 GMT+0000,4298.54
Sat Feb 02 2019 21:00:00 GMT+0000,4291.2
Sun Feb 03 2019 21:00:00 GMT+0000,4293.69
Mon Feb 04 2019 21:00:00 GMT+0000,4265.57
Tue Feb 05 2019 21:00:00 GMT+0000,4259.76
Wed Feb 06 2019 21:00:00 GMT+0000,4162.26
Thu Feb 07 2019 21:00:00 GMT+0000,4176.16
Fri Feb 08 2019 21:00:00 GMT+0000,4555.52
Sat Feb 09 2019 21:00:00 GMT+0000,4547.18
Sun Feb 10 2019 21:00:00 GMT+0000,4529.32
Mon Feb 11 2019 21:00:00 GMT+0000,4534.47
Tue Feb 12 2019 21:00:00 GMT+0000,4569.27
Wed Feb 13 2019 21:00:00 GMT+0000,4505.01
Thu Feb 14 2019 21:00:00 GMT+0000,4496.64
Fri Feb 15 2019 21:00:00 GMT+0000,4500.27
Sat Feb 16 2019 21:00:00 GMT+0000,4553.37
Sun Feb 17 2019 21:00:00 GMT+0000,4546.52
Mon Feb 18 2019 21:00:00 GMT+0000,4964.58
Tue Feb 19 2019 21:00:00 GMT+0000,5065.95
Wed Feb 20 2019 21:00:00 GMT+0000,5073.26
Thu Feb 21 2019 21:00:00 GMT+0000,4980.12
Fri Feb 22 2019 21:00:00 GMT+0000,5051.89
Sat Feb 23 2019 21:00:00 GMT+0000,5325.11
Sun Feb 24 2019 21:00:00 GMT+0000,4836.52
Mon Feb 25 2019 21:00:00 GMT+0000,4902.42
Tue Feb 26 2019 21:00:00 GMT+0000,4842.15
Wed Feb 27 2019 21:00:00 GMT+0000,4726.35
Thu Feb 28 2019 21:00:00 GMT+0000,4851.67
Fri Mar 01 2019 21:00:00 GMT+0000,4907.07
Sat Mar 02 2019 21:00:00 GMT+0000,4841.92
Sun Mar 03 2019 21:00:00 GMT+0000,4838.16
Mon Mar 04 2019 21:00:00 GMT+0000,4686.08
Tue Mar 05 2019 21:00:00 GMT+0000,4910.67
Wed Mar 06 2019 21:00:00 GMT+0000,4922.84
Thu Mar 07 2019 21:00:00 GMT+0000,4962.24
Fri Mar 08 2019 21:00:00 GMT+0000,4981.58
Sat Mar 09 2019 21:00:00 GMT+0000,4980.78
Sun Mar 10 2019 20:00:00 GMT+0000,4972.52
Mon Mar 11 2019 20:00:00 GMT+0000,4905.04
Tue Mar 12 2019 20:00:00 GMT+0000,4946.78
Wed Mar 13 2019 20:00:00 GMT+0000,4951.75
Thu Mar 14 2019 20:00:00 GMT+0000,4953.68
Fri Mar 15 2019 20:00:00 GMT+0000,5052.6
Sat Mar 16 2019 20:00:00 GMT+0000,5150.2
Sun Mar 17 2019 20:00:00 GMT+0000,5139.48
Mon Mar 18 2019 20:00:00 GMT+0000,5112.39
Tue Mar 19 2019 20:00:00 GMT+0000,5153.59
Wed Mar 20 2019 20:00:00 GMT+0000,5176.48
Thu Mar 21 2019 20:00:00 GMT+0000,5102.16
Fri Mar 22 2019 20:00:00 GMT+0000,5147.66
Sat Mar 23 2019 20:00:00 GMT+0000,5129.56
Sun Mar 24 2019 20:00:00 GMT+0000,5116.82
Mon Mar 25 2019 20:00:00 GMT+0000,5012.13
Tue Mar 26 2019 20:00:00 GMT+0000,5023.27
Wed Mar 27 2019 20:00:00 GMT+0000,5193.89
Thu Mar 28 2019 20:00:00 GMT+0000,5193.75
Fri Mar 29 2019 20:00:00 GMT+0000,5285.21
Sat Mar 30 2019 20:00:00 GMT+0000,5288.14
Sun Mar 31 2019 20:00:00 GMT+0000,5313.21
Mon Apr 01 2019 20:00:00 GMT+0000,5354.79
Tue Apr 02 2019 20:00:00 GMT+0000,6149.77
Wed Apr 03 2019 20:00:00 GMT+0000,6774.33
Thu Apr 04 2019 20:00:00 GMT+0000,6188.72
Fri Apr 05 2019 20:00:00 GMT+0000,6534.23
Sat Apr 06 2019 20:00:00 GMT+0000,6727.85
Sun Apr 07 2019 20:00:00 GMT+0000,6696.5
Mon Apr 08 2019 20:00:00 GMT+0000,6750.24
Tue Apr 09 2019 20:00:00 GMT+0000,6734.3
Wed Apr 10 2019 20:00:00 GMT+0000,6964.23
Thu Apr 11 2019 20:00:00 GMT+0000,6440.88
Fri Apr 12 2019 20:00:00 GMT+0000,6422.95
Sat Apr 13 2019 20:00:00 GMT+0000,6423.38
Sun Apr 14 2019 20:00:00 GMT+0000,6448.12
Mon Apr 15 2019 20:00:00 GMT+0000,6333.83
Tue Apr 16 2019 20:00:00 GMT+0000,6564.32
Wed Apr 17 2019 20:00:00 GMT+0000,6616.5
Thu Apr 18 2019 20:00:00 GMT+0000,6726.2
Fri Apr 19 2019 20:00:00 GMT+0000,6705.78
Sat Apr 20 2019 20:00:00 GMT+0000,6713.81
Sun Apr 21 2019 20:00:00 GMT+0000,6560.33
Mon Apr 22 2019 20:00:00 GMT+0000,6714.34
Tue Apr 23 2019 20:00:00 GMT+0000,6859.39
Wed Apr 24 2019 20:00:00 GMT+0000,6556.85
Thu Apr 25 2019 20:00:00 GMT+0000,6638.14
Fri Apr 26 2019 20:00:00 GMT+0000,6147.02
Sat Apr 27 2019 20:00:00 GMT+0000,6316.06
Sun Apr 28 2019 20:00:00 GMT+0000,6207.24
Mon Apr 29 2019 20:00:00 GMT+0000,6191.96
Tue Apr 30 2019 20:00:00 GMT+0000,6338.47
Wed May 01 2019 20:00:00 GMT+0000,6403.94
Thu May 02 2019 20:00:00 GMT+0000,6468.8
Fri May 03 2019 20:00:00 GMT+0000,6788.52
Sat May 04 2019 20:00:00 GMT+0000,6674.55
Sun May 05 2019 20:00:00 GMT+0000,6753.65
Mon May 06 2019 20:00:00 GMT+0000,6845.49
Tue May 07 2019 20:00:00 GMT+0000,6880.81
Wed May 08 2019 20:00:00 GMT+0000,6916.3
Thu May 09 2019 20:00:00 GMT+0000,6991
Fri May 10 2019 20:00:00 GMT+0000,7316.32
Sat May 11 2019 20:00:00 GMT+0000,8028.27
Sun May 12 2019 20:00:00 GMT+0000,8012.98
Mon May 13 2019 20:00:00 GMT+0000,8866.25
Tue May 14 2019 20:00:00 GMT+0000,8907.09
Wed May 15 2019 20:00:00 GMT+0000,9635.03
Thu May 16 2019 20:00:00 GMT+0000,9373.28
Fri May 17 2019 20:00:00 GMT+0000,8494.67
Sat May 18 2019 20:00:00 GMT+0000,8630.41
Sun May 19 2019 20:00:00 GMT+0000,9435.68
Mon May 20 2019 20:00:00 GMT+0000,9238.05
Tue May 21 2019 20:00:00 GMT+0000,9498.2
Wed May 22 2019 20:00:00 GMT+0000,9370.4
Thu May 23 2019 20:00:00 GMT+0000,9109.24
Fri May 24 2019 20:00:00 GMT+0000,9484.84
Sat May 25 2019 20:00:00 GMT+0000,9407.95
Sun May 26 2019 20:00:00 GMT+0000,9961.36
Mon May 27 2019 20:00:00 GMT+0000,10350.73
Tue May 28 2019 20:00:00 GMT+0000,10324.63
Wed May 29 2019 20:00:00 GMT+0000,10394.96
Thu May 30 2019 20:00:00 GMT+0000,10268.37
Fri May 31 2019 20:00:00 GMT+0000,10038.28
Sat Jun 01 2019 20:00:00 GMT+0000,10137.72
Sun Jun 02 2019 20:00:00 GMT+0000,10292.64
Mon Jun 03 2019 20:00:00 GMT+0000,10163.19
Tue Jun 04 2019 20:00:00 GMT+0000,8986.85
Wed Jun 05 2019 20:00:00 GMT+0000,9262.73
Thu Jun 06 2019 20:00:00 GMT+0000,9054.1
Fri Jun 07 2019 20:00:00 GMT+0000,9532.11
Sat Jun 08 2019 20:00:00 GMT+0000,9334.17
Sun Jun 09 2019 20:00:00 GMT+0000,9167.63
Mon Jun 10 2019 20:00:00 GMT+0000,9493.19
Tue Jun 11 2019 20:00:00 GMT+0000,9433.89
Wed Jun 12 2019 20:00:00 GMT+0000,9751.71
Thu Jun 13 2019 20:00:00 GMT+0000,9824.67
Fri Jun 14 2019 20:00:00 GMT+0000,9869.47
Sat Jun 15 2019 20:00:00 GMT+0000,10397.41
Sun Jun 16 2019 20:00:00 GMT+0000,10424.27
Mon Jun 17 2019 20:00:00 GMT+0000,10799.88
Tue Jun 18 2019 20:00:00 GMT+0000,10532.19
Wed Jun 19 2019 20:00:00 GMT+0000,10657.33
Thu Jun 20 2019 20:00:00 GMT+0000,10906.94
Fri Jun 21 2019 20:00:00 GMT+0000,11353.43
Sat Jun 22 2019 20:00:00 GMT+0000,12153.77
Sun Jun 23 2019 20:00:00 GMT+0000,12385.87
Mon Jun 24 2019 20:00:00 GMT+0000,12248.42
Tue Jun 25 2019 20:00:00 GMT+0000,12609.07
Wed Jun 26 2019 20:00:00 GMT+0000,14720.02
Thu Jun 27 2019 20:00:00 GMT+0000,11742.96
Fri Jun 28 2019 20:00:00 GMT+0000,13104.62
Sat Jun 29 2019 20:00:00 GMT+0000,12845.22
Sun Jun 30 2019 20:00:00 GMT+0000,12209.71
Mon Jul 01 2019 20:00:00 GMT+0000,11208.44
Tue Jul 02 2019 20:00:00 GMT+0000,11721.33
Wed Jul 03 2019 20:00:00 GMT+0000,12141.53
Thu Jul 04 2019 20:00:00 GMT+0000,12609.83
Fri Jul 05 2019 20:00:00 GMT+0000,11961.91
Sat Jul 06 2019 20:00:00 GMT+0000,12325.33
Sun Jul 07 2019 20:00:00 GMT+0000,12417.67
Mon Jul 08 2019 20:00:00 GMT+0000,12938.31
Tue Jul 09 2019 20:00:00 GMT+0000,13099.17
Wed Jul 10 2019 20:00:00 GMT+0000,12490.93
Thu Jul 11 2019 20:00:00 GMT+0000,11916.03
Fri Jul 12 2019 20:00:00 GMT+0000,12020.82
Sat Jul 13 2019 20:00:00 GMT+0000,11603.07
Sun Jul 14 2019 20:00:00 GMT+0000,10753.65
Mon Jul 15 2019 20:00:00 GMT+0000,11031.29
Tue Jul 16 2019 20:00:00 GMT+0000,9863.43
Wed Jul 17 2019 20:00:00 GMT+0000,10022.31
Thu Jul 18 2019 20:00:00 GMT+0000,10739.06
Fri Jul 19 2019 20:00:00 GMT+0000,10601.52
Sat Jul 20 2019 20:00:00 GMT+0000,11199.06
Sun Jul 21 2019 20:00:00 GMT+0000,10668.63
Mon Jul 22 2019 20:00:00 GMT+0000,10364.21
Tue Jul 23 2019 20:00:00 GMT+0000,10389.39
Wed Jul 24 2019 20:00:00 GMT+0000,9985.35
Thu Jul 25 2019 20:00:00 GMT+0000,10195.7
